"","secs","timest","st_id","st_lon","st_lat","q_cms","q_cfs","dpth_m","POSIXct","wy","dateTime"
"4308",15508800,"2010-06-29 13:00:00","    18578829",-87.38462,34.28121,0.553,19.532,0,2010-06-29 13:00:00,2010,2010-06-29 13:00:00
"4309",15512400,"2010-06-29 14:00:00","    18578829",-87.38462,34.28121,0.545,19.26,0,2010-06-29 14:00:00,2010,2010-06-29 14:00:00
"4310",15516000,"2010-06-29 15:00:00","    18578829",-87.38462,34.28121,0.538,19.004,0,2010-06-29 15:00:00,2010,2010-06-29 15:00:00
"4311",15519600,"2010-06-29 16:00:00","    18578829",-87.38462,34.28121,0.531,18.764,0,2010-06-29 16:00:00,2010,2010-06-29 16:00:00
"4312",15523200,"2010-06-29 17:00:00","    18578829",-87.38462,34.28121,0.525,18.539,0,2010-06-29 17:00:00,2010,2010-06-29 17:00:00
"4313",15526800,"2010-06-29 18:00:00","    18578829",-87.38462,34.28121,0.519,18.333,0,2010-06-29 18:00:00,2010,2010-06-29 18:00:00
"4314",15530400,"2010-06-29 19:00:00","    18578829",-87.38462,34.28121,0.514,18.145,0,2010-06-29 19:00:00,2010,2010-06-29 19:00:00
"4315",15534000,"2010-06-29 20:00:00","    18578829",-87.38462,34.28121,0.509,17.975,0,2010-06-29 20:00:00,2010,2010-06-29 20:00:00
"4316",15537600,"2010-06-29 21:00:00","    18578829",-87.38462,34.28121,0.504,17.809,0,2010-06-29 21:00:00,2010,2010-06-29 21:00:00
"4317",15541200,"2010-06-29 22:00:00","    18578829",-87.38462,34.28121,0.5,17.642,0,2010-06-29 22:00:00,2010,2010-06-29 22:00:00
"4318",15544800,"2010-06-29 23:00:00","    18578829",-87.38462,34.28121,0.495,17.484,0,2010-06-29 23:00:00,2010,2010-06-29 23:00:00
"4319",15548400,"2010-06-30 00:00:00","    18578829",-87.38462,34.28121,0.491,17.338,0,2010-06-30 00:00:00,2010,2010-06-30 00:00:00
"4320",15552000,"2010-06-30 01:00:00","    18578829",-87.38462,34.28121,0.487,17.201,0,2010-06-30 01:00:00,2010,2010-06-30 01:00:00
"4321",15555600,"2010-06-30 02:00:00","    18578829",-87.38462,34.28121,0.483,17.071,0,2010-06-30 02:00:00,2010,2010-06-30 02:00:00
"4322",15559200,"2010-06-30 03:00:00","    18578829",-87.38462,34.28121,0.48,16.94,0,2010-06-30 03:00:00,2010,2010-06-30 03:00:00
"4323",15562800,"2010-06-30 04:00:00","    18578829",-87.38462,34.28121,0.476,16.809,0,2010-06-30 04:00:00,2010,2010-06-30 04:00:00
"4324",15566400,"2010-06-30 05:00:00","    18578829",-87.38462,34.28121,0.472,16.682,0,2010-06-30 05:00:00,2010,2010-06-30 05:00:00
"4325",15570000,"2010-06-30 06:00:00","    18578829",-87.38462,34.28121,0.469,16.562,0,2010-06-30 06:00:00,2010,2010-06-30 06:00:00
"4326",15573600,"2010-06-30 07:00:00","    18578829",-87.38462,34.28121,0.466,16.45,0,2010-06-30 07:00:00,2010,2010-06-30 07:00:00
"4327",15577200,"2010-06-30 08:00:00","    18578829",-87.38462,34.28121,0.463,16.345,0,2010-06-30 08:00:00,2010,2010-06-30 08:00:00
"4328",15580800,"2010-06-30 09:00:00","    18578829",-87.38462,34.28121,0.46,16.249,0,2010-06-30 09:00:00,2010,2010-06-30 09:00:00
"4329",15584400,"2010-06-30 10:00:00","    18578829",-87.38462,34.28121,0.454,16.041,0,2010-06-30 10:00:00,2010,2010-06-30 10:00:00
"4330",15588000,"2010-06-30 11:00:00","    18578829",-87.38462,34.28121,0.451,15.924,0,2010-06-30 11:00:00,2010,2010-06-30 11:00:00
"4331",15591600,"2010-06-30 12:00:00","    18578829",-87.38462,34.28121,0.449,15.848,0,2010-06-30 12:00:00,2010,2010-06-30 12:00:00
"4332",15595200,"2010-06-30 13:00:00","    18578829",-87.38462,34.28121,0.447,15.782,0,2010-06-30 13:00:00,2010,2010-06-30 13:00:00
"4333",15598800,"2010-06-30 14:00:00","    18578829",-87.38462,34.28121,0.445,15.721,0,2010-06-30 14:00:00,2010,2010-06-30 14:00:00
"4334",15602400,"2010-06-30 15:00:00","    18578829",-87.38462,34.28121,0.444,15.663,0,2010-06-30 15:00:00,2010,2010-06-30 15:00:00
"4335",15606000,"2010-06-30 16:00:00","    18578829",-87.38462,34.28121,0.442,15.607,0,2010-06-30 16:00:00,2010,2010-06-30 16:00:00
"4336",15609600,"2010-06-30 17:00:00","    18578829",-87.38462,34.28121,0.44,15.554,0,2010-06-30 17:00:00,2010,2010-06-30 17:00:00
"4337",15613200,"2010-06-30 18:00:00","    18578829",-87.38462,34.28121,0.439,15.508,0,2010-06-30 18:00:00,2010,2010-06-30 18:00:00
"4338",15616800,"2010-06-30 19:00:00","    18578829",-87.38462,34.28121,0.438,15.467,0,2010-06-30 19:00:00,2010,2010-06-30 19:00:00
"4339",15620400,"2010-06-30 20:00:00","    18578829",-87.38462,34.28121,0.437,15.427,0,2010-06-30 20:00:00,2010,2010-06-30 20:00:00
"4340",15624000,"2010-06-30 21:00:00","    18578829",-87.38462,34.28121,0.436,15.392,0,2010-06-30 21:00:00,2010,2010-06-30 21:00:00
"4341",15627600,"2010-06-30 22:00:00","    18578829",-87.38462,34.28121,0.435,15.355,0,2010-06-30 22:00:00,2010,2010-06-30 22:00:00
"4342",15631200,"2010-06-30 23:00:00","    18578829",-87.38462,34.28121,0.434,15.324,0,2010-06-30 23:00:00,2010,2010-06-30 23:00:00
"4343",15634800,"2010-07-01 00:00:00","    18578829",-87.38462,34.28121,0.433,15.292,0,2010-07-01 00:00:00,2010,2010-07-01 00:00:00
"4344",15638400,"2010-07-01 01:00:00","    18578829",-87.38462,34.28121,0.432,15.254,0,2010-07-01 01:00:00,2010,2010-07-01 01:00:00
"4345",15642000,"2010-07-01 02:00:00","    18578829",-87.38462,34.28121,0.431,15.217,0,2010-07-01 02:00:00,2010,2010-07-01 02:00:00
"4346",15645600,"2010-07-01 03:00:00","    18578829",-87.38462,34.28121,0.43,15.18,0,2010-07-01 03:00:00,2010,2010-07-01 03:00:00
"4347",15649200,"2010-07-01 04:00:00","    18578829",-87.38462,34.28121,0.429,15.146,0,2010-07-01 04:00:00,2010,2010-07-01 04:00:00
"4348",15652800,"2010-07-01 05:00:00","    18578829",-87.38462,34.28121,0.428,15.113,0,2010-07-01 05:00:00,2010,2010-07-01 05:00:00
"4349",15656400,"2010-07-01 06:00:00","    18578829",-87.38462,34.28121,0.427,15.081,0,2010-07-01 06:00:00,2010,2010-07-01 06:00:00
"4350",15660000,"2010-07-01 07:00:00","    18578829",-87.38462,34.28121,0.426,15.051,0,2010-07-01 07:00:00,2010,2010-07-01 07:00:00
"4351",15663600,"2010-07-01 08:00:00","    18578829",-87.38462,34.28121,0.425,15.024,0,2010-07-01 08:00:00,2010,2010-07-01 08:00:00
"4352",15667200,"2010-07-01 09:00:00","    18578829",-87.38462,34.28121,0.425,14.997,0,2010-07-01 09:00:00,2010,2010-07-01 09:00:00
"4353",15670800,"2010-07-01 10:00:00","    18578829",-87.38462,34.28121,0.424,14.97,0,2010-07-01 10:00:00,2010,2010-07-01 10:00:00
"4354",15674400,"2010-07-01 11:00:00","    18578829",-87.38462,34.28121,0.423,14.943,0,2010-07-01 11:00:00,2010,2010-07-01 11:00:00
"4355",15678000,"2010-07-01 12:00:00","    18578829",-87.38462,34.28121,0.422,14.918,0,2010-07-01 12:00:00,2010,2010-07-01 12:00:00
"4356",15681600,"2010-07-01 13:00:00","    18578829",-87.38462,34.28121,0.422,14.89,0,2010-07-01 13:00:00,2010,2010-07-01 13:00:00
"4357",15685200,"2010-07-01 14:00:00","    18578829",-87.38462,34.28121,0.42,14.848,0,2010-07-01 14:00:00,2010,2010-07-01 14:00:00
"4358",15688800,"2010-07-01 15:00:00","    18578829",-87.38462,34.28121,0.419,14.803,0,2010-07-01 15:00:00,2010,2010-07-01 15:00:00
"4359",15692400,"2010-07-01 16:00:00","    18578829",-87.38462,34.28121,0.418,14.775,0,2010-07-01 16:00:00,2010,2010-07-01 16:00:00
"4360",15696000,"2010-07-01 17:00:00","    18578829",-87.38462,34.28121,0.418,14.76,0,2010-07-01 17:00:00,2010,2010-07-01 17:00:00
"4361",15699600,"2010-07-01 18:00:00","    18578829",-87.38462,34.28121,0.418,14.756,0,2010-07-01 18:00:00,2010,2010-07-01 18:00:00
"4362",15703200,"2010-07-01 19:00:00","    18578829",-87.38462,34.28121,0.418,14.757,0,2010-07-01 19:00:00,2010,2010-07-01 19:00:00
"4363",15706800,"2010-07-01 20:00:00","    18578829",-87.38462,34.28121,0.418,14.753,0,2010-07-01 20:00:00,2010,2010-07-01 20:00:00
"4364",15710400,"2010-07-01 21:00:00","    18578829",-87.38462,34.28121,0.417,14.742,0,2010-07-01 21:00:00,2010,2010-07-01 21:00:00
"4365",15714000,"2010-07-01 22:00:00","    18578829",-87.38462,34.28121,0.417,14.726,0,2010-07-01 22:00:00,2010,2010-07-01 22:00:00
"4366",15717600,"2010-07-01 23:00:00","    18578829",-87.38462,34.28121,0.416,14.703,0,2010-07-01 23:00:00,2010,2010-07-01 23:00:00
"4367",15721200,"2010-07-02 00:00:00","    18578829",-87.38462,34.28121,0.416,14.678,0,2010-07-02 00:00:00,2010,2010-07-02 00:00:00
"4368",15724800,"2010-07-02 01:00:00","    18578829",-87.38462,34.28121,0.415,14.654,0,2010-07-02 01:00:00,2010,2010-07-02 01:00:00
"4369",15728400,"2010-07-02 02:00:00","    18578829",-87.38462,34.28121,0.414,14.631,0,2010-07-02 02:00:00,2010,2010-07-02 02:00:00
"4370",15732000,"2010-07-02 03:00:00","    18578829",-87.38462,34.28121,0.414,14.611,0,2010-07-02 03:00:00,2010,2010-07-02 03:00:00
"4371",15735600,"2010-07-02 04:00:00","    18578829",-87.38462,34.28121,0.414,14.613,0,2010-07-02 04:00:00,2010,2010-07-02 04:00:00
"4372",15739200,"2010-07-02 05:00:00","    18578829",-87.38462,34.28121,0.414,14.604,0,2010-07-02 05:00:00,2010,2010-07-02 05:00:00
"4373",15742800,"2010-07-02 06:00:00","    18578829",-87.38462,34.28121,0.413,14.581,0,2010-07-02 06:00:00,2010,2010-07-02 06:00:00
"4374",15746400,"2010-07-02 07:00:00","    18578829",-87.38462,34.28121,0.412,14.558,0,2010-07-02 07:00:00,2010,2010-07-02 07:00:00
"4375",15750000,"2010-07-02 08:00:00","    18578829",-87.38462,34.28121,0.412,14.535,0,2010-07-02 08:00:00,2010,2010-07-02 08:00:00
"4376",15753600,"2010-07-02 09:00:00","    18578829",-87.38462,34.28121,0.411,14.515,0,2010-07-02 09:00:00,2010,2010-07-02 09:00:00
"4377",15757200,"2010-07-02 10:00:00","    18578829",-87.38462,34.28121,0.41,14.496,0,2010-07-02 10:00:00,2010,2010-07-02 10:00:00
"4378",15760800,"2010-07-02 11:00:00","    18578829",-87.38462,34.28121,0.41,14.479,0,2010-07-02 11:00:00,2010,2010-07-02 11:00:00
"4379",15764400,"2010-07-02 12:00:00","    18578829",-87.38462,34.28121,0.409,14.461,0,2010-07-02 12:00:00,2010,2010-07-02 12:00:00
"4380",15768000,"2010-07-02 13:00:00","    18578829",-87.38462,34.28121,0.409,14.442,0,2010-07-02 13:00:00,2010,2010-07-02 13:00:00
"4381",15771600,"2010-07-02 14:00:00","    18578829",-87.38462,34.28121,0.408,14.423,0,2010-07-02 14:00:00,2010,2010-07-02 14:00:00
"4382",15775200,"2010-07-02 15:00:00","    18578829",-87.38462,34.28121,0.408,14.404,0,2010-07-02 15:00:00,2010,2010-07-02 15:00:00
"4383",15778800,"2010-07-02 16:00:00","    18578829",-87.38462,34.28121,0.407,14.383,0,2010-07-02 16:00:00,2010,2010-07-02 16:00:00
"4384",15782400,"2010-07-02 17:00:00","    18578829",-87.38462,34.28121,0.407,14.363,0,2010-07-02 17:00:00,2010,2010-07-02 17:00:00
"4385",15786000,"2010-07-02 18:00:00","    18578829",-87.38462,34.28121,0.406,14.348,0,2010-07-02 18:00:00,2010,2010-07-02 18:00:00
"4386",15789600,"2010-07-02 19:00:00","    18578829",-87.38462,34.28121,0.406,14.342,0,2010-07-02 19:00:00,2010,2010-07-02 19:00:00
"4387",15793200,"2010-07-02 20:00:00","    18578829",-87.38462,34.28121,0.406,14.33,0,2010-07-02 20:00:00,2010,2010-07-02 20:00:00
"4388",15796800,"2010-07-02 21:00:00","    18578829",-87.38462,34.28121,0.405,14.311,0,2010-07-02 21:00:00,2010,2010-07-02 21:00:00
"4389",15800400,"2010-07-02 22:00:00","    18578829",-87.38462,34.28121,0.405,14.288,0,2010-07-02 22:00:00,2010,2010-07-02 22:00:00
"4390",15804000,"2010-07-02 23:00:00","    18578829",-87.38462,34.28121,0.404,14.26,0,2010-07-02 23:00:00,2010,2010-07-02 23:00:00
"4391",15807600,"2010-07-03 00:00:00","    18578829",-87.38462,34.28121,0.403,14.233,0,2010-07-03 00:00:00,2010,2010-07-03 00:00:00
"4392",15811200,"2010-07-03 01:00:00","    18578829",-87.38462,34.28121,0.402,14.205,0,2010-07-03 01:00:00,2010,2010-07-03 01:00:00
"4393",15814800,"2010-07-03 02:00:00","    18578829",-87.38462,34.28121,0.402,14.18,0,2010-07-03 02:00:00,2010,2010-07-03 02:00:00
"4394",15818400,"2010-07-03 03:00:00","    18578829",-87.38462,34.28121,0.401,14.171,0,2010-07-03 03:00:00,2010,2010-07-03 03:00:00
"4395",15822000,"2010-07-03 04:00:00","    18578829",-87.38462,34.28121,0.401,14.162,0,2010-07-03 04:00:00,2010,2010-07-03 04:00:00
"4396",15825600,"2010-07-03 05:00:00","    18578829",-87.38462,34.28121,0.4,14.142,0,2010-07-03 05:00:00,2010,2010-07-03 05:00:00
"4397",15829200,"2010-07-03 06:00:00","    18578829",-87.38462,34.28121,0.4,14.12,0,2010-07-03 06:00:00,2010,2010-07-03 06:00:00
"4398",15832800,"2010-07-03 07:00:00","    18578829",-87.38462,34.28121,0.399,14.1,0,2010-07-03 07:00:00,2010,2010-07-03 07:00:00
"4399",15836400,"2010-07-03 08:00:00","    18578829",-87.38462,34.28121,0.399,14.079,0,2010-07-03 08:00:00,2010,2010-07-03 08:00:00
"4400",15840000,"2010-07-03 09:00:00","    18578829",-87.38462,34.28121,0.398,14.058,0,2010-07-03 09:00:00,2010,2010-07-03 09:00:00
"4401",15843600,"2010-07-03 10:00:00","    18578829",-87.38462,34.28121,0.398,14.039,0,2010-07-03 10:00:00,2010,2010-07-03 10:00:00
"4402",15847200,"2010-07-03 11:00:00","    18578829",-87.38462,34.28121,0.397,14.021,0,2010-07-03 11:00:00,2010,2010-07-03 11:00:00
"4403",15850800,"2010-07-03 12:00:00","    18578829",-87.38462,34.28121,0.397,14.006,0,2010-07-03 12:00:00,2010,2010-07-03 12:00:00
"4404",15854400,"2010-07-03 13:00:00","    18578829",-87.38462,34.28121,0.396,13.988,0,2010-07-03 13:00:00,2010,2010-07-03 13:00:00
"4405",15858000,"2010-07-03 14:00:00","    18578829",-87.38462,34.28121,0.396,13.968,0,2010-07-03 14:00:00,2010,2010-07-03 14:00:00
"4406",15861600,"2010-07-03 15:00:00","    18578829",-87.38462,34.28121,0.395,13.946,0,2010-07-03 15:00:00,2010,2010-07-03 15:00:00
"4407",15865200,"2010-07-03 16:00:00","    18578829",-87.38462,34.28121,0.394,13.922,0,2010-07-03 16:00:00,2010,2010-07-03 16:00:00
"4408",15868800,"2010-07-03 17:00:00","    18578829",-87.38462,34.28121,0.394,13.899,0,2010-07-03 17:00:00,2010,2010-07-03 17:00:00
"4409",15872400,"2010-07-03 18:00:00","    18578829",-87.38462,34.28121,0.393,13.893,0,2010-07-03 18:00:00,2010,2010-07-03 18:00:00
"4410",15876000,"2010-07-03 19:00:00","    18578829",-87.38462,34.28121,0.393,13.883,0,2010-07-03 19:00:00,2010,2010-07-03 19:00:00
"4411",15879600,"2010-07-03 20:00:00","    18578829",-87.38462,34.28121,0.393,13.863,0,2010-07-03 20:00:00,2010,2010-07-03 20:00:00
"4412",15883200,"2010-07-03 21:00:00","    18578829",-87.38462,34.28121,0.392,13.839,0,2010-07-03 21:00:00,2010,2010-07-03 21:00:00
"4413",15886800,"2010-07-03 22:00:00","    18578829",-87.38462,34.28121,0.391,13.813,0,2010-07-03 22:00:00,2010,2010-07-03 22:00:00
"4414",15890400,"2010-07-03 23:00:00","    18578829",-87.38462,34.28121,0.39,13.787,0,2010-07-03 23:00:00,2010,2010-07-03 23:00:00
"4415",15894000,"2010-07-04 00:00:00","    18578829",-87.38462,34.28121,0.39,13.762,0,2010-07-04 00:00:00,2010,2010-07-04 00:00:00
"4416",15897600,"2010-07-04 01:00:00","    18578829",-87.38462,34.28121,0.389,13.739,0,2010-07-04 01:00:00,2010,2010-07-04 01:00:00
"4417",15901200,"2010-07-04 02:00:00","    18578829",-87.38462,34.28121,0.388,13.719,0,2010-07-04 02:00:00,2010,2010-07-04 02:00:00
"4418",15904800,"2010-07-04 03:00:00","    18578829",-87.38462,34.28121,0.388,13.698,0,2010-07-04 03:00:00,2010,2010-07-04 03:00:00
"4419",15908400,"2010-07-04 04:00:00","    18578829",-87.38462,34.28121,0.387,13.674,0,2010-07-04 04:00:00,2010,2010-07-04 04:00:00
"4420",15912000,"2010-07-04 05:00:00","    18578829",-87.38462,34.28121,0.387,13.653,0,2010-07-04 05:00:00,2010,2010-07-04 05:00:00
"4421",15915600,"2010-07-04 06:00:00","    18578829",-87.38462,34.28121,0.386,13.633,0,2010-07-04 06:00:00,2010,2010-07-04 06:00:00
"4422",15919200,"2010-07-04 07:00:00","    18578829",-87.38462,34.28121,0.386,13.617,0,2010-07-04 07:00:00,2010,2010-07-04 07:00:00
"4423",15922800,"2010-07-04 08:00:00","    18578829",-87.38462,34.28121,0.386,13.619,0,2010-07-04 08:00:00,2010,2010-07-04 08:00:00
"4424",15926400,"2010-07-04 09:00:00","    18578829",-87.38462,34.28121,0.385,13.605,0,2010-07-04 09:00:00,2010,2010-07-04 09:00:00
"4425",15930000,"2010-07-04 10:00:00","    18578829",-87.38462,34.28121,0.385,13.585,0,2010-07-04 10:00:00,2010,2010-07-04 10:00:00
"4426",15933600,"2010-07-04 11:00:00","    18578829",-87.38462,34.28121,0.384,13.559,0,2010-07-04 11:00:00,2010,2010-07-04 11:00:00
"4427",15937200,"2010-07-04 12:00:00","    18578829",-87.38462,34.28121,0.383,13.535,0,2010-07-04 12:00:00,2010,2010-07-04 12:00:00
"4428",15940800,"2010-07-04 13:00:00","    18578829",-87.38462,34.28121,0.383,13.512,0,2010-07-04 13:00:00,2010,2010-07-04 13:00:00
"4429",15944400,"2010-07-04 14:00:00","    18578829",-87.38462,34.28121,0.382,13.489,0,2010-07-04 14:00:00,2010,2010-07-04 14:00:00
"4430",15948000,"2010-07-04 15:00:00","    18578829",-87.38462,34.28121,0.381,13.465,0,2010-07-04 15:00:00,2010,2010-07-04 15:00:00
"4431",15951600,"2010-07-04 16:00:00","    18578829",-87.38462,34.28121,0.381,13.442,0,2010-07-04 16:00:00,2010,2010-07-04 16:00:00
"4432",15955200,"2010-07-04 17:00:00","    18578829",-87.38462,34.28121,0.38,13.43,0,2010-07-04 17:00:00,2010,2010-07-04 17:00:00
"4433",15958800,"2010-07-04 18:00:00","    18578829",-87.38462,34.28121,0.38,13.417,0,2010-07-04 18:00:00,2010,2010-07-04 18:00:00
"4434",15962400,"2010-07-04 19:00:00","    18578829",-87.38462,34.28121,0.379,13.4,0,2010-07-04 19:00:00,2010,2010-07-04 19:00:00
"4435",15966000,"2010-07-04 20:00:00","    18578829",-87.38462,34.28121,0.379,13.379,0,2010-07-04 20:00:00,2010,2010-07-04 20:00:00
"4436",15969600,"2010-07-04 21:00:00","    18578829",-87.38462,34.28121,0.378,13.356,0,2010-07-04 21:00:00,2010,2010-07-04 21:00:00
"4437",15973200,"2010-07-04 22:00:00","    18578829",-87.38462,34.28121,0.378,13.332,0,2010-07-04 22:00:00,2010,2010-07-04 22:00:00
"4438",15976800,"2010-07-04 23:00:00","    18578829",-87.38462,34.28121,0.377,13.306,0,2010-07-04 23:00:00,2010,2010-07-04 23:00:00
"4439",15980400,"2010-07-05 00:00:00","    18578829",-87.38462,34.28121,0.376,13.281,0,2010-07-05 00:00:00,2010,2010-07-05 00:00:00
"4440",15984000,"2010-07-05 01:00:00","    18578829",-87.38462,34.28121,0.375,13.256,0,2010-07-05 01:00:00,2010,2010-07-05 01:00:00
"4441",15987600,"2010-07-05 02:00:00","    18578829",-87.38462,34.28121,0.375,13.233,0,2010-07-05 02:00:00,2010,2010-07-05 02:00:00
"4442",15991200,"2010-07-05 03:00:00","    18578829",-87.38462,34.28121,0.374,13.211,0,2010-07-05 03:00:00,2010,2010-07-05 03:00:00
"4443",15994800,"2010-07-05 04:00:00","    18578829",-87.38462,34.28121,0.374,13.191,0,2010-07-05 04:00:00,2010,2010-07-05 04:00:00
"4444",15998400,"2010-07-05 05:00:00","    18578829",-87.38462,34.28121,0.373,13.171,0,2010-07-05 05:00:00,2010,2010-07-05 05:00:00
"4445",16002000,"2010-07-05 06:00:00","    18578829",-87.38462,34.28121,0.372,13.143,0,2010-07-05 06:00:00,2010,2010-07-05 06:00:00
"4446",16005600,"2010-07-05 07:00:00","    18578829",-87.38462,34.28121,0.371,13.116,0,2010-07-05 07:00:00,2010,2010-07-05 07:00:00
"4447",16009200,"2010-07-05 08:00:00","    18578829",-87.38462,34.28121,0.371,13.096,0,2010-07-05 08:00:00,2010,2010-07-05 08:00:00
"4448",16012800,"2010-07-05 09:00:00","    18578829",-87.38462,34.28121,0.37,13.078,0,2010-07-05 09:00:00,2010,2010-07-05 09:00:00
"4449",16016400,"2010-07-05 10:00:00","    18578829",-87.38462,34.28121,0.37,13.073,0,2010-07-05 10:00:00,2010,2010-07-05 10:00:00
"4450",16020000,"2010-07-05 11:00:00","    18578829",-87.38462,34.28121,0.37,13.067,0,2010-07-05 11:00:00,2010,2010-07-05 11:00:00
"4451",16023600,"2010-07-05 12:00:00","    18578829",-87.38462,34.28121,0.37,13.05,0,2010-07-05 12:00:00,2010,2010-07-05 12:00:00
"4452",16027200,"2010-07-05 13:00:00","    18578829",-87.38462,34.28121,0.369,13.026,0,2010-07-05 13:00:00,2010,2010-07-05 13:00:00
"4453",16030800,"2010-07-05 14:00:00","    18578829",-87.38462,34.28121,0.368,13,0,2010-07-05 14:00:00,2010,2010-07-05 14:00:00
"4454",16034400,"2010-07-05 15:00:00","    18578829",-87.38462,34.28121,0.367,12.971,0,2010-07-05 15:00:00,2010,2010-07-05 15:00:00
"4455",16038000,"2010-07-05 16:00:00","    18578829",-87.38462,34.28121,0.367,12.949,0,2010-07-05 16:00:00,2010,2010-07-05 16:00:00
"4456",16041600,"2010-07-05 17:00:00","    18578829",-87.38462,34.28121,0.366,12.931,0,2010-07-05 17:00:00,2010,2010-07-05 17:00:00
"4457",16045200,"2010-07-05 18:00:00","    18578829",-87.38462,34.28121,0.366,12.912,0,2010-07-05 18:00:00,2010,2010-07-05 18:00:00
"4458",16048800,"2010-07-05 19:00:00","    18578829",-87.38462,34.28121,0.365,12.895,0,2010-07-05 19:00:00,2010,2010-07-05 19:00:00
"4459",16052400,"2010-07-05 20:00:00","    18578829",-87.38462,34.28121,0.365,12.876,0,2010-07-05 20:00:00,2010,2010-07-05 20:00:00
"4460",16056000,"2010-07-05 21:00:00","    18578829",-87.38462,34.28121,0.364,12.854,0,2010-07-05 21:00:00,2010,2010-07-05 21:00:00
"4461",16059600,"2010-07-05 22:00:00","    18578829",-87.38462,34.28121,0.363,12.828,0,2010-07-05 22:00:00,2010,2010-07-05 22:00:00
"4462",16063200,"2010-07-05 23:00:00","    18578829",-87.38462,34.28121,0.362,12.801,0,2010-07-05 23:00:00,2010,2010-07-05 23:00:00
"4463",16066800,"2010-07-06 00:00:00","    18578829",-87.38462,34.28121,0.362,12.776,0,2010-07-06 00:00:00,2010,2010-07-06 00:00:00
"4464",16070400,"2010-07-06 01:00:00","    18578829",-87.38462,34.28121,0.361,12.751,0,2010-07-06 01:00:00,2010,2010-07-06 01:00:00
"4465",16074000,"2010-07-06 02:00:00","    18578829",-87.38462,34.28121,0.36,12.727,0,2010-07-06 02:00:00,2010,2010-07-06 02:00:00
"4466",16077600,"2010-07-06 03:00:00","    18578829",-87.38462,34.28121,0.36,12.702,0,2010-07-06 03:00:00,2010,2010-07-06 03:00:00
"4467",16081200,"2010-07-06 04:00:00","    18578829",-87.38462,34.28121,0.359,12.678,0,2010-07-06 04:00:00,2010,2010-07-06 04:00:00
"4468",16084800,"2010-07-06 05:00:00","    18578829",-87.38462,34.28121,0.358,12.654,0,2010-07-06 05:00:00,2010,2010-07-06 05:00:00
"4469",16088400,"2010-07-06 06:00:00","    18578829",-87.38462,34.28121,0.358,12.63,0,2010-07-06 06:00:00,2010,2010-07-06 06:00:00
"4470",16092000,"2010-07-06 07:00:00","    18578829",-87.38462,34.28121,0.357,12.606,0,2010-07-06 07:00:00,2010,2010-07-06 07:00:00
"4471",16095600,"2010-07-06 08:00:00","    18578829",-87.38462,34.28121,0.356,12.584,0,2010-07-06 08:00:00,2010,2010-07-06 08:00:00
"4472",16099200,"2010-07-06 09:00:00","    18578829",-87.38462,34.28121,0.356,12.562,0,2010-07-06 09:00:00,2010,2010-07-06 09:00:00
"4473",16102800,"2010-07-06 10:00:00","    18578829",-87.38462,34.28121,0.355,12.54,0,2010-07-06 10:00:00,2010,2010-07-06 10:00:00
"4474",16106400,"2010-07-06 11:00:00","    18578829",-87.38462,34.28121,0.354,12.511,0,2010-07-06 11:00:00,2010,2010-07-06 11:00:00
"4475",16110000,"2010-07-06 12:00:00","    18578829",-87.38462,34.28121,0.353,12.483,0,2010-07-06 12:00:00,2010,2010-07-06 12:00:00
"4476",16113600,"2010-07-06 13:00:00","    18578829",-87.38462,34.28121,0.353,12.459,0,2010-07-06 13:00:00,2010,2010-07-06 13:00:00
"4477",16117200,"2010-07-06 14:00:00","    18578829",-87.38462,34.28121,0.352,12.439,0,2010-07-06 14:00:00,2010,2010-07-06 14:00:00
"4478",16120800,"2010-07-06 15:00:00","    18578829",-87.38462,34.28121,0.352,12.423,0,2010-07-06 15:00:00,2010,2010-07-06 15:00:00
"4479",16124400,"2010-07-06 16:00:00","    18578829",-87.38462,34.28121,0.351,12.408,0,2010-07-06 16:00:00,2010,2010-07-06 16:00:00
"4480",16128000,"2010-07-06 17:00:00","    18578829",-87.38462,34.28121,0.351,12.398,0,2010-07-06 17:00:00,2010,2010-07-06 17:00:00
"4481",16131600,"2010-07-06 18:00:00","    18578829",-87.38462,34.28121,0.351,12.385,0,2010-07-06 18:00:00,2010,2010-07-06 18:00:00
"4482",16135200,"2010-07-06 19:00:00","    18578829",-87.38462,34.28121,0.35,12.368,0,2010-07-06 19:00:00,2010,2010-07-06 19:00:00
"4483",16138800,"2010-07-06 20:00:00","    18578829",-87.38462,34.28121,0.35,12.35,0,2010-07-06 20:00:00,2010,2010-07-06 20:00:00
"4484",16142400,"2010-07-06 21:00:00","    18578829",-87.38462,34.28121,0.349,12.329,0,2010-07-06 21:00:00,2010,2010-07-06 21:00:00
"4485",16146000,"2010-07-06 22:00:00","    18578829",-87.38462,34.28121,0.349,12.307,0,2010-07-06 22:00:00,2010,2010-07-06 22:00:00
"4486",16149600,"2010-07-06 23:00:00","    18578829",-87.38462,34.28121,0.348,12.286,0,2010-07-06 23:00:00,2010,2010-07-06 23:00:00
"4487",16153200,"2010-07-07 00:00:00","    18578829",-87.38462,34.28121,0.347,12.259,0,2010-07-07 00:00:00,2010,2010-07-07 00:00:00
"4488",16156800,"2010-07-07 01:00:00","    18578829",-87.38462,34.28121,0.346,12.231,0,2010-07-07 01:00:00,2010,2010-07-07 01:00:00
