"","secs","timest","st_id","st_lon","st_lat","q_cms","q_cfs","dpth_m","POSIXct","wy","dateTime"
"946",3405600,"2010-02-09 11:00:00","    18578829",-87.38462,34.28121,0.264,9.308,0,2010-02-09 11:00:00,2010,2010-02-09 11:00:00
"947",3409200,"2010-02-09 12:00:00","    18578829",-87.38462,34.28121,0.178,6.291,0,2010-02-09 12:00:00,2010,2010-02-09 12:00:00
"948",3412800,"2010-02-09 13:00:00","    18578829",-87.38462,34.28121,0.154,5.428,0,2010-02-09 13:00:00,2010,2010-02-09 13:00:00
"949",3416400,"2010-02-09 14:00:00","    18578829",-87.38462,34.28121,0.148,5.239,0,2010-02-09 14:00:00,2010,2010-02-09 14:00:00
"950",3420000,"2010-02-09 15:00:00","    18578829",-87.38462,34.28121,0.148,5.21,0,2010-02-09 15:00:00,2010,2010-02-09 15:00:00
"951",3423600,"2010-02-09 16:00:00","    18578829",-87.38462,34.28121,0.148,5.213,0,2010-02-09 16:00:00,2010,2010-02-09 16:00:00
"952",3427200,"2010-02-09 17:00:00","    18578829",-87.38462,34.28121,0.148,5.222,0,2010-02-09 17:00:00,2010,2010-02-09 17:00:00
"953",3430800,"2010-02-09 18:00:00","    18578829",-87.38462,34.28121,0.148,5.234,0,2010-02-09 18:00:00,2010,2010-02-09 18:00:00
"954",3434400,"2010-02-09 19:00:00","    18578829",-87.38462,34.28121,0.149,5.246,0,2010-02-09 19:00:00,2010,2010-02-09 19:00:00
"955",3438000,"2010-02-09 20:00:00","    18578829",-87.38462,34.28121,0.149,5.258,0,2010-02-09 20:00:00,2010,2010-02-09 20:00:00
"956",3441600,"2010-02-09 21:00:00","    18578829",-87.38462,34.28121,0.149,5.27,0,2010-02-09 21:00:00,2010,2010-02-09 21:00:00
"957",3445200,"2010-02-09 22:00:00","    18578829",-87.38462,34.28121,0.15,5.282,0,2010-02-09 22:00:00,2010,2010-02-09 22:00:00
"958",3448800,"2010-02-09 23:00:00","    18578829",-87.38462,34.28121,0.15,5.295,0,2010-02-09 23:00:00,2010,2010-02-09 23:00:00
"959",3452400,"2010-02-10 00:00:00","    18578829",-87.38462,34.28121,0.15,5.307,0,2010-02-10 00:00:00,2010,2010-02-10 00:00:00
"960",3456000,"2010-02-10 01:00:00","    18578829",-87.38462,34.28121,0.15,5.283,0,2010-02-10 01:00:00,2010,2010-02-10 01:00:00
"961",3459600,"2010-02-10 02:00:00","    18578829",-87.38462,34.28121,0.15,5.289,0,2010-02-10 02:00:00,2010,2010-02-10 02:00:00
"962",3463200,"2010-02-10 03:00:00","    18578829",-87.38462,34.28121,0.15,5.308,0,2010-02-10 03:00:00,2010,2010-02-10 03:00:00
"963",3466800,"2010-02-10 04:00:00","    18578829",-87.38462,34.28121,0.151,5.33,0,2010-02-10 04:00:00,2010,2010-02-10 04:00:00
"964",3470400,"2010-02-10 05:00:00","    18578829",-87.38462,34.28121,0.152,5.354,0,2010-02-10 05:00:00,2010,2010-02-10 05:00:00
"965",3474000,"2010-02-10 06:00:00","    18578829",-87.38462,34.28121,0.152,5.376,0,2010-02-10 06:00:00,2010,2010-02-10 06:00:00
"966",3477600,"2010-02-10 07:00:00","    18578829",-87.38462,34.28121,0.153,5.398,0,2010-02-10 07:00:00,2010,2010-02-10 07:00:00
"967",3481200,"2010-02-10 08:00:00","    18578829",-87.38462,34.28121,0.153,5.419,0,2010-02-10 08:00:00,2010,2010-02-10 08:00:00
"968",3484800,"2010-02-10 09:00:00","    18578829",-87.38462,34.28121,0.154,5.44,0,2010-02-10 09:00:00,2010,2010-02-10 09:00:00
"969",3488400,"2010-02-10 10:00:00","    18578829",-87.38462,34.28121,0.155,5.46,0,2010-02-10 10:00:00,2010,2010-02-10 10:00:00
"970",3492000,"2010-02-10 11:00:00","    18578829",-87.38462,34.28121,0.155,5.479,0,2010-02-10 11:00:00,2010,2010-02-10 11:00:00
"971",3495600,"2010-02-10 12:00:00","    18578829",-87.38462,34.28121,0.156,5.498,0,2010-02-10 12:00:00,2010,2010-02-10 12:00:00
"972",3499200,"2010-02-10 13:00:00","    18578829",-87.38462,34.28121,0.156,5.517,0,2010-02-10 13:00:00,2010,2010-02-10 13:00:00
"973",3502800,"2010-02-10 14:00:00","    18578829",-87.38462,34.28121,0.157,5.537,0,2010-02-10 14:00:00,2010,2010-02-10 14:00:00
"974",3506400,"2010-02-10 15:00:00","    18578829",-87.38462,34.28121,0.157,5.555,0,2010-02-10 15:00:00,2010,2010-02-10 15:00:00
"975",3510000,"2010-02-10 16:00:00","    18578829",-87.38462,34.28121,0.158,5.577,0,2010-02-10 16:00:00,2010,2010-02-10 16:00:00
"976",3513600,"2010-02-10 17:00:00","    18578829",-87.38462,34.28121,0.159,5.598,0,2010-02-10 17:00:00,2010,2010-02-10 17:00:00
"977",3517200,"2010-02-10 18:00:00","    18578829",-87.38462,34.28121,0.159,5.62,0,2010-02-10 18:00:00,2010,2010-02-10 18:00:00
"978",3520800,"2010-02-10 19:00:00","    18578829",-87.38462,34.28121,0.16,5.644,0,2010-02-10 19:00:00,2010,2010-02-10 19:00:00
"979",3524400,"2010-02-10 20:00:00","    18578829",-87.38462,34.28121,0.161,5.67,0,2010-02-10 20:00:00,2010,2010-02-10 20:00:00
"980",3528000,"2010-02-10 21:00:00","    18578829",-87.38462,34.28121,0.161,5.701,0,2010-02-10 21:00:00,2010,2010-02-10 21:00:00
"981",3531600,"2010-02-10 22:00:00","    18578829",-87.38462,34.28121,0.162,5.736,0,2010-02-10 22:00:00,2010,2010-02-10 22:00:00
"982",3535200,"2010-02-10 23:00:00","    18578829",-87.38462,34.28121,0.163,5.773,0,2010-02-10 23:00:00,2010,2010-02-10 23:00:00
"983",3538800,"2010-02-11 00:00:00","    18578829",-87.38462,34.28121,0.164,5.808,0,2010-02-11 00:00:00,2010,2010-02-11 00:00:00
"984",3542400,"2010-02-11 01:00:00","    18578829",-87.38462,34.28121,0.165,5.839,0,2010-02-11 01:00:00,2010,2010-02-11 01:00:00
"985",3546000,"2010-02-11 02:00:00","    18578829",-87.38462,34.28121,0.166,5.867,0,2010-02-11 02:00:00,2010,2010-02-11 02:00:00
"986",3549600,"2010-02-11 03:00:00","    18578829",-87.38462,34.28121,0.167,5.893,0,2010-02-11 03:00:00,2010,2010-02-11 03:00:00
"987",3553200,"2010-02-11 04:00:00","    18578829",-87.38462,34.28121,0.168,5.92,0,2010-02-11 04:00:00,2010,2010-02-11 04:00:00
"988",3556800,"2010-02-11 05:00:00","    18578829",-87.38462,34.28121,0.168,5.946,0,2010-02-11 05:00:00,2010,2010-02-11 05:00:00
"989",3560400,"2010-02-11 06:00:00","    18578829",-87.38462,34.28121,0.169,5.972,0,2010-02-11 06:00:00,2010,2010-02-11 06:00:00
"990",3564000,"2010-02-11 07:00:00","    18578829",-87.38462,34.28121,0.17,5.989,0,2010-02-11 07:00:00,2010,2010-02-11 07:00:00
"991",3567600,"2010-02-11 08:00:00","    18578829",-87.38462,34.28121,0.169,5.966,0,2010-02-11 08:00:00,2010,2010-02-11 08:00:00
"992",3571200,"2010-02-11 09:00:00","    18578829",-87.38462,34.28121,0.171,6.022,0,2010-02-11 09:00:00,2010,2010-02-11 09:00:00
"993",3574800,"2010-02-11 10:00:00","    18578829",-87.38462,34.28121,0.174,6.15,0,2010-02-11 10:00:00,2010,2010-02-11 10:00:00
"994",3578400,"2010-02-11 11:00:00","    18578829",-87.38462,34.28121,0.176,6.218,0,2010-02-11 11:00:00,2010,2010-02-11 11:00:00
"995",3582000,"2010-02-11 12:00:00","    18578829",-87.38462,34.28121,0.183,6.478,0,2010-02-11 12:00:00,2010,2010-02-11 12:00:00
"996",3585600,"2010-02-11 13:00:00","    18578829",-87.38462,34.28121,0.187,6.596,0,2010-02-11 13:00:00,2010,2010-02-11 13:00:00
"997",3589200,"2010-02-11 14:00:00","    18578829",-87.38462,34.28121,0.19,6.724,0,2010-02-11 14:00:00,2010,2010-02-11 14:00:00
"998",3592800,"2010-02-11 15:00:00","    18578829",-87.38462,34.28121,0.194,6.844,0,2010-02-11 15:00:00,2010,2010-02-11 15:00:00
"999",3596400,"2010-02-11 16:00:00","    18578829",-87.38462,34.28121,0.197,6.957,0,2010-02-11 16:00:00,2010,2010-02-11 16:00:00
"1000",3600000,"2010-02-11 17:00:00","    18578829",-87.38462,34.28121,0.196,6.919,0,2010-02-11 17:00:00,2010,2010-02-11 17:00:00
"1001",3603600,"2010-02-11 18:00:00","    18578829",-87.38462,34.28121,0.196,6.918,0,2010-02-11 18:00:00,2010,2010-02-11 18:00:00
"1002",3607200,"2010-02-11 19:00:00","    18578829",-87.38462,34.28121,0.195,6.874,0,2010-02-11 19:00:00,2010,2010-02-11 19:00:00
"1003",3610800,"2010-02-11 20:00:00","    18578829",-87.38462,34.28121,0.192,6.772,0,2010-02-11 20:00:00,2010,2010-02-11 20:00:00
"1004",3614400,"2010-02-11 21:00:00","    18578829",-87.38462,34.28121,0.191,6.75,0,2010-02-11 21:00:00,2010,2010-02-11 21:00:00
"1005",3618000,"2010-02-11 22:00:00","    18578829",-87.38462,34.28121,0.192,6.767,0,2010-02-11 22:00:00,2010,2010-02-11 22:00:00
"1006",3621600,"2010-02-11 23:00:00","    18578829",-87.38462,34.28121,0.192,6.793,0,2010-02-11 23:00:00,2010,2010-02-11 23:00:00
"1007",3625200,"2010-02-12 00:00:00","    18578829",-87.38462,34.28121,0.193,6.817,0,2010-02-12 00:00:00,2010,2010-02-12 00:00:00
"1008",3628800,"2010-02-12 01:00:00","    18578829",-87.38462,34.28121,0.194,6.838,0,2010-02-12 01:00:00,2010,2010-02-12 01:00:00
"1009",3632400,"2010-02-12 02:00:00","    18578829",-87.38462,34.28121,0.194,6.857,0,2010-02-12 02:00:00,2010,2010-02-12 02:00:00
"1010",3636000,"2010-02-12 03:00:00","    18578829",-87.38462,34.28121,0.195,6.874,0,2010-02-12 03:00:00,2010,2010-02-12 03:00:00
"1011",3639600,"2010-02-12 04:00:00","    18578829",-87.38462,34.28121,0.195,6.893,0,2010-02-12 04:00:00,2010,2010-02-12 04:00:00
"1012",3643200,"2010-02-12 05:00:00","    18578829",-87.38462,34.28121,0.196,6.912,0,2010-02-12 05:00:00,2010,2010-02-12 05:00:00
"1013",3646800,"2010-02-12 06:00:00","    18578829",-87.38462,34.28121,0.196,6.932,0,2010-02-12 06:00:00,2010,2010-02-12 06:00:00
"1014",3650400,"2010-02-12 07:00:00","    18578829",-87.38462,34.28121,0.197,6.953,0,2010-02-12 07:00:00,2010,2010-02-12 07:00:00
"1015",3654000,"2010-02-12 08:00:00","    18578829",-87.38462,34.28121,0.197,6.973,0,2010-02-12 08:00:00,2010,2010-02-12 08:00:00
"1016",3657600,"2010-02-12 09:00:00","    18578829",-87.38462,34.28121,0.198,6.994,0,2010-02-12 09:00:00,2010,2010-02-12 09:00:00
"1017",3661200,"2010-02-12 10:00:00","    18578829",-87.38462,34.28121,0.199,7.014,0,2010-02-12 10:00:00,2010,2010-02-12 10:00:00
"1018",3664800,"2010-02-12 11:00:00","    18578829",-87.38462,34.28121,0.199,7.034,0,2010-02-12 11:00:00,2010,2010-02-12 11:00:00
"1019",3668400,"2010-02-12 12:00:00","    18578829",-87.38462,34.28121,0.2,7.053,0,2010-02-12 12:00:00,2010,2010-02-12 12:00:00
"1020",3672000,"2010-02-12 13:00:00","    18578829",-87.38462,34.28121,0.2,7.073,0,2010-02-12 13:00:00,2010,2010-02-12 13:00:00
"1021",3675600,"2010-02-12 14:00:00","    18578829",-87.38462,34.28121,0.201,7.092,0,2010-02-12 14:00:00,2010,2010-02-12 14:00:00
"1022",3679200,"2010-02-12 15:00:00","    18578829",-87.38462,34.28121,0.201,7.108,0,2010-02-12 15:00:00,2010,2010-02-12 15:00:00
"1023",3682800,"2010-02-12 16:00:00","    18578829",-87.38462,34.28121,0.202,7.123,0,2010-02-12 16:00:00,2010,2010-02-12 16:00:00
"1024",3686400,"2010-02-12 17:00:00","    18578829",-87.38462,34.28121,0.202,7.129,0,2010-02-12 17:00:00,2010,2010-02-12 17:00:00
"1025",3690000,"2010-02-12 18:00:00","    18578829",-87.38462,34.28121,0.203,7.175,0,2010-02-12 18:00:00,2010,2010-02-12 18:00:00
"1026",3693600,"2010-02-12 19:00:00","    18578829",-87.38462,34.28121,0.205,7.248,0,2010-02-12 19:00:00,2010,2010-02-12 19:00:00
"1027",3697200,"2010-02-12 20:00:00","    18578829",-87.38462,34.28121,0.205,7.237,0,2010-02-12 20:00:00,2010,2010-02-12 20:00:00
"1028",3700800,"2010-02-12 21:00:00","    18578829",-87.38462,34.28121,0.205,7.232,0,2010-02-12 21:00:00,2010,2010-02-12 21:00:00
"1029",3704400,"2010-02-12 22:00:00","    18578829",-87.38462,34.28121,0.205,7.248,0,2010-02-12 22:00:00,2010,2010-02-12 22:00:00
"1030",3708000,"2010-02-12 23:00:00","    18578829",-87.38462,34.28121,0.206,7.273,0,2010-02-12 23:00:00,2010,2010-02-12 23:00:00
"1031",3711600,"2010-02-13 00:00:00","    18578829",-87.38462,34.28121,0.207,7.301,0,2010-02-13 00:00:00,2010,2010-02-13 00:00:00
"1032",3715200,"2010-02-13 01:00:00","    18578829",-87.38462,34.28121,0.207,7.326,0,2010-02-13 01:00:00,2010,2010-02-13 01:00:00
"1033",3718800,"2010-02-13 02:00:00","    18578829",-87.38462,34.28121,0.208,7.35,0,2010-02-13 02:00:00,2010,2010-02-13 02:00:00
"1034",3722400,"2010-02-13 03:00:00","    18578829",-87.38462,34.28121,0.209,7.374,0,2010-02-13 03:00:00,2010,2010-02-13 03:00:00
"1035",3726000,"2010-02-13 04:00:00","    18578829",-87.38462,34.28121,0.21,7.399,0,2010-02-13 04:00:00,2010,2010-02-13 04:00:00
"1036",3729600,"2010-02-13 05:00:00","    18578829",-87.38462,34.28121,0.21,7.425,0,2010-02-13 05:00:00,2010,2010-02-13 05:00:00
"1037",3733200,"2010-02-13 06:00:00","    18578829",-87.38462,34.28121,0.211,7.452,0,2010-02-13 06:00:00,2010,2010-02-13 06:00:00
"1038",3736800,"2010-02-13 07:00:00","    18578829",-87.38462,34.28121,0.211,7.44,0,2010-02-13 07:00:00,2010,2010-02-13 07:00:00
"1039",3740400,"2010-02-13 08:00:00","    18578829",-87.38462,34.28121,0.21,7.421,0,2010-02-13 08:00:00,2010,2010-02-13 08:00:00
"1040",3744000,"2010-02-13 09:00:00","    18578829",-87.38462,34.28121,0.212,7.486,0,2010-02-13 09:00:00,2010,2010-02-13 09:00:00
"1041",3747600,"2010-02-13 10:00:00","    18578829",-87.38462,34.28121,0.213,7.537,0,2010-02-13 10:00:00,2010,2010-02-13 10:00:00
"1042",3751200,"2010-02-13 11:00:00","    18578829",-87.38462,34.28121,0.214,7.57,0,2010-02-13 11:00:00,2010,2010-02-13 11:00:00
"1043",3754800,"2010-02-13 12:00:00","    18578829",-87.38462,34.28121,0.216,7.641,0,2010-02-13 12:00:00,2010,2010-02-13 12:00:00
"1044",3758400,"2010-02-13 13:00:00","    18578829",-87.38462,34.28121,0.218,7.704,0,2010-02-13 13:00:00,2010,2010-02-13 13:00:00
"1045",3762000,"2010-02-13 14:00:00","    18578829",-87.38462,34.28121,0.22,7.787,0,2010-02-13 14:00:00,2010,2010-02-13 14:00:00
"1046",3765600,"2010-02-13 15:00:00","    18578829",-87.38462,34.28121,0.223,7.863,0,2010-02-13 15:00:00,2010,2010-02-13 15:00:00
"1047",3769200,"2010-02-13 16:00:00","    18578829",-87.38462,34.28121,0.223,7.881,0,2010-02-13 16:00:00,2010,2010-02-13 16:00:00
"1048",3772800,"2010-02-13 17:00:00","    18578829",-87.38462,34.28121,0.221,7.791,0,2010-02-13 17:00:00,2010,2010-02-13 17:00:00
"1049",3776400,"2010-02-13 18:00:00","    18578829",-87.38462,34.28121,0.219,7.731,0,2010-02-13 18:00:00,2010,2010-02-13 18:00:00
"1050",3780000,"2010-02-13 19:00:00","    18578829",-87.38462,34.28121,0.219,7.718,0,2010-02-13 19:00:00,2010,2010-02-13 19:00:00
"1051",3783600,"2010-02-13 20:00:00","    18578829",-87.38462,34.28121,0.219,7.727,0,2010-02-13 20:00:00,2010,2010-02-13 20:00:00
"1052",3787200,"2010-02-13 21:00:00","    18578829",-87.38462,34.28121,0.22,7.776,0,2010-02-13 21:00:00,2010,2010-02-13 21:00:00
"1053",3790800,"2010-02-13 22:00:00","    18578829",-87.38462,34.28121,0.223,7.864,0,2010-02-13 22:00:00,2010,2010-02-13 22:00:00
"1054",3794400,"2010-02-13 23:00:00","    18578829",-87.38462,34.28121,0.224,7.928,0,2010-02-13 23:00:00,2010,2010-02-13 23:00:00
"1055",3798000,"2010-02-14 00:00:00","    18578829",-87.38462,34.28121,0.226,7.97,0,2010-02-14 00:00:00,2010,2010-02-14 00:00:00
"1056",3801600,"2010-02-14 01:00:00","    18578829",-87.38462,34.28121,0.227,8,0,2010-02-14 01:00:00,2010,2010-02-14 01:00:00
"1057",3805200,"2010-02-14 02:00:00","    18578829",-87.38462,34.28121,0.227,8.024,0,2010-02-14 02:00:00,2010,2010-02-14 02:00:00
"1058",3808800,"2010-02-14 03:00:00","    18578829",-87.38462,34.28121,0.228,8.041,0,2010-02-14 03:00:00,2010,2010-02-14 03:00:00
"1059",3812400,"2010-02-14 04:00:00","    18578829",-87.38462,34.28121,0.228,8.058,0,2010-02-14 04:00:00,2010,2010-02-14 04:00:00
"1060",3816000,"2010-02-14 05:00:00","    18578829",-87.38462,34.28121,0.229,8.074,0,2010-02-14 05:00:00,2010,2010-02-14 05:00:00
"1061",3819600,"2010-02-14 06:00:00","    18578829",-87.38462,34.28121,0.229,8.09,0,2010-02-14 06:00:00,2010,2010-02-14 06:00:00
"1062",3823200,"2010-02-14 07:00:00","    18578829",-87.38462,34.28121,0.23,8.107,0,2010-02-14 07:00:00,2010,2010-02-14 07:00:00
"1063",3826800,"2010-02-14 08:00:00","    18578829",-87.38462,34.28121,0.23,8.124,0,2010-02-14 08:00:00,2010,2010-02-14 08:00:00
"1064",3830400,"2010-02-14 09:00:00","    18578829",-87.38462,34.28121,0.231,8.141,0,2010-02-14 09:00:00,2010,2010-02-14 09:00:00
"1065",3834000,"2010-02-14 10:00:00","    18578829",-87.38462,34.28121,0.231,8.158,0,2010-02-14 10:00:00,2010,2010-02-14 10:00:00
"1066",3837600,"2010-02-14 11:00:00","    18578829",-87.38462,34.28121,0.232,8.176,0,2010-02-14 11:00:00,2010,2010-02-14 11:00:00
"1067",3841200,"2010-02-14 12:00:00","    18578829",-87.38462,34.28121,0.232,8.193,0,2010-02-14 12:00:00,2010,2010-02-14 12:00:00
"1068",3844800,"2010-02-14 13:00:00","    18578829",-87.38462,34.28121,0.233,8.219,0,2010-02-14 13:00:00,2010,2010-02-14 13:00:00
"1069",3848400,"2010-02-14 14:00:00","    18578829",-87.38462,34.28121,0.229,8.101,0,2010-02-14 14:00:00,2010,2010-02-14 14:00:00
"1070",3852000,"2010-02-14 15:00:00","    18578829",-87.38462,34.28121,0.228,8.057,0,2010-02-14 15:00:00,2010,2010-02-14 15:00:00
"1071",3855600,"2010-02-14 16:00:00","    18578829",-87.38462,34.28121,0.228,8.053,0,2010-02-14 16:00:00,2010,2010-02-14 16:00:00
"1072",3859200,"2010-02-14 17:00:00","    18578829",-87.38462,34.28121,0.229,8.096,0,2010-02-14 17:00:00,2010,2010-02-14 17:00:00
"1073",3862800,"2010-02-14 18:00:00","    18578829",-87.38462,34.28121,0.229,8.092,0,2010-02-14 18:00:00,2010,2010-02-14 18:00:00
"1074",3866400,"2010-02-14 19:00:00","    18578829",-87.38462,34.28121,0.229,8.091,0,2010-02-14 19:00:00,2010,2010-02-14 19:00:00
"1075",3870000,"2010-02-14 20:00:00","    18578829",-87.38462,34.28121,0.229,8.102,0,2010-02-14 20:00:00,2010,2010-02-14 20:00:00
"1076",3873600,"2010-02-14 21:00:00","    18578829",-87.38462,34.28121,0.23,8.117,0,2010-02-14 21:00:00,2010,2010-02-14 21:00:00
"1077",3877200,"2010-02-14 22:00:00","    18578829",-87.38462,34.28121,0.23,8.137,0,2010-02-14 22:00:00,2010,2010-02-14 22:00:00
"1078",3880800,"2010-02-14 23:00:00","    18578829",-87.38462,34.28121,0.231,8.161,0,2010-02-14 23:00:00,2010,2010-02-14 23:00:00
"1079",3884400,"2010-02-15 00:00:00","    18578829",-87.38462,34.28121,0.232,8.185,0,2010-02-15 00:00:00,2010,2010-02-15 00:00:00
"1080",3888000,"2010-02-15 01:00:00","    18578829",-87.38462,34.28121,0.232,8.207,0,2010-02-15 01:00:00,2010,2010-02-15 01:00:00
"1081",3891600,"2010-02-15 02:00:00","    18578829",-87.38462,34.28121,0.233,8.227,0,2010-02-15 02:00:00,2010,2010-02-15 02:00:00
"1082",3895200,"2010-02-15 03:00:00","    18578829",-87.38462,34.28121,0.234,8.246,0,2010-02-15 03:00:00,2010,2010-02-15 03:00:00
"1083",3898800,"2010-02-15 04:00:00","    18578829",-87.38462,34.28121,0.243,8.582,0,2010-02-15 04:00:00,2010,2010-02-15 04:00:00
"1084",3902400,"2010-02-15 05:00:00","    18578829",-87.38462,34.28121,0.316,11.162,0,2010-02-15 05:00:00,2010,2010-02-15 05:00:00
"1085",3906000,"2010-02-15 06:00:00","    18578829",-87.38462,34.28121,0.293,10.342,0,2010-02-15 06:00:00,2010,2010-02-15 06:00:00
"1086",3909600,"2010-02-15 07:00:00","    18578829",-87.38462,34.28121,0.295,10.426,0,2010-02-15 07:00:00,2010,2010-02-15 07:00:00
"1087",3913200,"2010-02-15 08:00:00","    18578829",-87.38462,34.28121,0.284,10.026,0,2010-02-15 08:00:00,2010,2010-02-15 08:00:00
"1088",3916800,"2010-02-15 09:00:00","    18578829",-87.38462,34.28121,0.26,9.178,0,2010-02-15 09:00:00,2010,2010-02-15 09:00:00
"1089",3920400,"2010-02-15 10:00:00","    18578829",-87.38462,34.28121,0.246,8.684,0,2010-02-15 10:00:00,2010,2010-02-15 10:00:00
"1090",3924000,"2010-02-15 11:00:00","    18578829",-87.38462,34.28121,0.24,8.491,0,2010-02-15 11:00:00,2010,2010-02-15 11:00:00
"1091",3927600,"2010-02-15 12:00:00","    18578829",-87.38462,34.28121,0.239,8.438,0,2010-02-15 12:00:00,2010,2010-02-15 12:00:00
"1092",3931200,"2010-02-15 13:00:00","    18578829",-87.38462,34.28121,0.239,8.438,0,2010-02-15 13:00:00,2010,2010-02-15 13:00:00
"1093",3934800,"2010-02-15 14:00:00","    18578829",-87.38462,34.28121,0.239,8.451,0,2010-02-15 14:00:00,2010,2010-02-15 14:00:00
"1094",3938400,"2010-02-15 15:00:00","    18578829",-87.38462,34.28121,0.24,8.468,0,2010-02-15 15:00:00,2010,2010-02-15 15:00:00
"1095",3942000,"2010-02-15 16:00:00","    18578829",-87.38462,34.28121,0.24,8.488,0,2010-02-15 16:00:00,2010,2010-02-15 16:00:00
"1096",3945600,"2010-02-15 17:00:00","    18578829",-87.38462,34.28121,0.241,8.509,0,2010-02-15 17:00:00,2010,2010-02-15 17:00:00
"1097",3949200,"2010-02-15 18:00:00","    18578829",-87.38462,34.28121,0.24,8.472,0,2010-02-15 18:00:00,2010,2010-02-15 18:00:00
"1098",3952800,"2010-02-15 19:00:00","    18578829",-87.38462,34.28121,0.24,8.477,0,2010-02-15 19:00:00,2010,2010-02-15 19:00:00
"1099",3956400,"2010-02-15 20:00:00","    18578829",-87.38462,34.28121,0.241,8.502,0,2010-02-15 20:00:00,2010,2010-02-15 20:00:00
"1100",3960000,"2010-02-15 21:00:00","    18578829",-87.38462,34.28121,0.242,8.537,0,2010-02-15 21:00:00,2010,2010-02-15 21:00:00
"1101",3963600,"2010-02-15 22:00:00","    18578829",-87.38462,34.28121,0.243,8.58,0,2010-02-15 22:00:00,2010,2010-02-15 22:00:00
"1102",3967200,"2010-02-15 23:00:00","    18578829",-87.38462,34.28121,0.244,8.625,0,2010-02-15 23:00:00,2010,2010-02-15 23:00:00
"1103",3970800,"2010-02-16 00:00:00","    18578829",-87.38462,34.28121,0.246,8.675,0,2010-02-16 00:00:00,2010,2010-02-16 00:00:00
"1104",3974400,"2010-02-16 01:00:00","    18578829",-87.38462,34.28121,0.249,8.802,0,2010-02-16 01:00:00,2010,2010-02-16 01:00:00
"1105",3978000,"2010-02-16 02:00:00","    18578829",-87.38462,34.28121,0.25,8.83,0,2010-02-16 02:00:00,2010,2010-02-16 02:00:00
"1106",3981600,"2010-02-16 03:00:00","    18578829",-87.38462,34.28121,0.25,8.844,0,2010-02-16 03:00:00,2010,2010-02-16 03:00:00
"1107",3985200,"2010-02-16 04:00:00","    18578829",-87.38462,34.28121,0.252,8.916,0,2010-02-16 04:00:00,2010,2010-02-16 04:00:00
"1108",3988800,"2010-02-16 05:00:00","    18578829",-87.38462,34.28121,0.254,8.976,0,2010-02-16 05:00:00,2010,2010-02-16 05:00:00
"1109",3992400,"2010-02-16 06:00:00","    18578829",-87.38462,34.28121,0.255,9.018,0,2010-02-16 06:00:00,2010,2010-02-16 06:00:00
"1110",3996000,"2010-02-16 07:00:00","    18578829",-87.38462,34.28121,0.256,9.052,0,2010-02-16 07:00:00,2010,2010-02-16 07:00:00
"1111",3999600,"2010-02-16 08:00:00","    18578829",-87.38462,34.28121,0.257,9.081,0,2010-02-16 08:00:00,2010,2010-02-16 08:00:00
"1112",4003200,"2010-02-16 09:00:00","    18578829",-87.38462,34.28121,0.258,9.101,0,2010-02-16 09:00:00,2010,2010-02-16 09:00:00
"1113",4006800,"2010-02-16 10:00:00","    18578829",-87.38462,34.28121,0.258,9.11,0,2010-02-16 10:00:00,2010,2010-02-16 10:00:00
"1114",4010400,"2010-02-16 11:00:00","    18578829",-87.38462,34.28121,0.258,9.112,0,2010-02-16 11:00:00,2010,2010-02-16 11:00:00
"1115",4014000,"2010-02-16 12:00:00","    18578829",-87.38462,34.28121,0.259,9.139,0,2010-02-16 12:00:00,2010,2010-02-16 12:00:00
"1116",4017600,"2010-02-16 13:00:00","    18578829",-87.38462,34.28121,0.261,9.21,0,2010-02-16 13:00:00,2010,2010-02-16 13:00:00
"1117",4021200,"2010-02-16 14:00:00","    18578829",-87.38462,34.28121,0.263,9.297,0,2010-02-16 14:00:00,2010,2010-02-16 14:00:00
"1118",4024800,"2010-02-16 15:00:00","    18578829",-87.38462,34.28121,0.265,9.35,0,2010-02-16 15:00:00,2010,2010-02-16 15:00:00
"1119",4028400,"2010-02-16 16:00:00","    18578829",-87.38462,34.28121,0.265,9.347,0,2010-02-16 16:00:00,2010,2010-02-16 16:00:00
"1120",4032000,"2010-02-16 17:00:00","    18578829",-87.38462,34.28121,0.264,9.308,0,2010-02-16 17:00:00,2010,2010-02-16 17:00:00
"1121",4035600,"2010-02-16 18:00:00","    18578829",-87.38462,34.28121,0.263,9.289,0,2010-02-16 18:00:00,2010,2010-02-16 18:00:00
"1122",4039200,"2010-02-16 19:00:00","    18578829",-87.38462,34.28121,0.263,9.289,0,2010-02-16 19:00:00,2010,2010-02-16 19:00:00
"1123",4042800,"2010-02-16 20:00:00","    18578829",-87.38462,34.28121,0.263,9.301,0,2010-02-16 20:00:00,2010,2010-02-16 20:00:00
"1124",4046400,"2010-02-16 21:00:00","    18578829",-87.38462,34.28121,0.264,9.317,0,2010-02-16 21:00:00,2010,2010-02-16 21:00:00
"1125",4050000,"2010-02-16 22:00:00","    18578829",-87.38462,34.28121,0.264,9.337,0,2010-02-16 22:00:00,2010,2010-02-16 22:00:00
"1126",4053600,"2010-02-16 23:00:00","    18578829",-87.38462,34.28121,0.265,9.359,0,2010-02-16 23:00:00,2010,2010-02-16 23:00:00
