"","start_date","value_date","variable_name","location","measurement_unit","value"
"157","2010-01-01 01:00:00","2010-01-07 14:00:00","SQIN",18578829,"CMS",0.01
"158","2010-01-01 01:00:00","2010-01-07 15:00:00","SQIN",18578829,"CMS",0.01
"159","2010-01-01 01:00:00","2010-01-07 16:00:00","SQIN",18578829,"CMS",0.01
"160","2010-01-01 01:00:00","2010-01-07 17:00:00","SQIN",18578829,"CMS",0.009
"161","2010-01-01 01:00:00","2010-01-07 18:00:00","SQIN",18578829,"CMS",0.009
"162","2010-01-01 01:00:00","2010-01-07 19:00:00","SQIN",18578829,"CMS",0.009
"163","2010-01-01 01:00:00","2010-01-07 20:00:00","SQIN",18578829,"CMS",0.009
"164","2010-01-01 01:00:00","2010-01-07 21:00:00","SQIN",18578829,"CMS",0.009
"165","2010-01-01 01:00:00","2010-01-07 22:00:00","SQIN",18578829,"CMS",0.009
"166","2010-01-01 01:00:00","2010-01-07 23:00:00","SQIN",18578829,"CMS",0.009
"167","2010-01-01 01:00:00","2010-01-08 00:00:00","SQIN",18578829,"CMS",0.009
"168","2010-01-01 01:00:00","2010-01-08 01:00:00","SQIN",18578829,"CMS",0.009
"169","2010-01-01 01:00:00","2010-01-08 02:00:00","SQIN",18578829,"CMS",0.009
"170","2010-01-01 01:00:00","2010-01-08 03:00:00","SQIN",18578829,"CMS",0.009
"171","2010-01-01 01:00:00","2010-01-08 04:00:00","SQIN",18578829,"CMS",0.009
"172","2010-01-01 01:00:00","2010-01-08 05:00:00","SQIN",18578829,"CMS",0.009
"173","2010-01-01 01:00:00","2010-01-08 06:00:00","SQIN",18578829,"CMS",0.009
"174","2010-01-01 01:00:00","2010-01-08 07:00:00","SQIN",18578829,"CMS",0.009
"175","2010-01-01 01:00:00","2010-01-08 08:00:00","SQIN",18578829,"CMS",0.009
"176","2010-01-01 01:00:00","2010-01-08 09:00:00","SQIN",18578829,"CMS",0.009
"177","2010-01-01 01:00:00","2010-01-08 10:00:00","SQIN",18578829,"CMS",0.008
"178","2010-01-01 01:00:00","2010-01-08 11:00:00","SQIN",18578829,"CMS",0.008
"179","2010-01-01 01:00:00","2010-01-08 12:00:00","SQIN",18578829,"CMS",0.008
"180","2010-01-01 01:00:00","2010-01-08 13:00:00","SQIN",18578829,"CMS",0.008
"181","2010-01-01 01:00:00","2010-01-08 14:00:00","SQIN",18578829,"CMS",0.008
"182","2010-01-01 01:00:00","2010-01-08 15:00:00","SQIN",18578829,"CMS",0.008
"183","2010-01-01 01:00:00","2010-01-08 16:00:00","SQIN",18578829,"CMS",0.008
"184","2010-01-01 01:00:00","2010-01-08 17:00:00","SQIN",18578829,"CMS",0.008
"185","2010-01-01 01:00:00","2010-01-08 18:00:00","SQIN",18578829,"CMS",0.008
"186","2010-01-01 01:00:00","2010-01-08 19:00:00","SQIN",18578829,"CMS",0.008
"187","2010-01-01 01:00:00","2010-01-08 20:00:00","SQIN",18578829,"CMS",0.008
"188","2010-01-01 01:00:00","2010-01-08 21:00:00","SQIN",18578829,"CMS",0.008
"189","2010-01-01 01:00:00","2010-01-08 22:00:00","SQIN",18578829,"CMS",0.008
"190","2010-01-01 01:00:00","2010-01-08 23:00:00","SQIN",18578829,"CMS",0.008
"191","2010-01-01 01:00:00","2010-01-09 00:00:00","SQIN",18578829,"CMS",0.008
"192","2010-01-01 01:00:00","2010-01-09 01:00:00","SQIN",18578829,"CMS",0.008
"193","2010-01-01 01:00:00","2010-01-09 02:00:00","SQIN",18578829,"CMS",0.008
"194","2010-01-01 01:00:00","2010-01-09 03:00:00","SQIN",18578829,"CMS",0.008
"195","2010-01-01 01:00:00","2010-01-09 04:00:00","SQIN",18578829,"CMS",0.008
"196","2010-01-01 01:00:00","2010-01-09 05:00:00","SQIN",18578829,"CMS",0.008
"197","2010-01-01 01:00:00","2010-01-09 06:00:00","SQIN",18578829,"CMS",0.008
"198","2010-01-01 01:00:00","2010-01-09 07:00:00","SQIN",18578829,"CMS",0.008
"199","2010-01-01 01:00:00","2010-01-09 08:00:00","SQIN",18578829,"CMS",0.008
"200","2010-01-01 01:00:00","2010-01-09 09:00:00","SQIN",18578829,"CMS",0.008
"201","2010-01-01 01:00:00","2010-01-09 10:00:00","SQIN",18578829,"CMS",0.008
"202","2010-01-01 01:00:00","2010-01-09 11:00:00","SQIN",18578829,"CMS",0.008
"203","2010-01-01 01:00:00","2010-01-09 12:00:00","SQIN",18578829,"CMS",0.008
"204","2010-01-01 01:00:00","2010-01-09 13:00:00","SQIN",18578829,"CMS",0.008
"205","2010-01-01 01:00:00","2010-01-09 14:00:00","SQIN",18578829,"CMS",0.008
"206","2010-01-01 01:00:00","2010-01-09 15:00:00","SQIN",18578829,"CMS",0.008
"207","2010-01-01 01:00:00","2010-01-09 16:00:00","SQIN",18578829,"CMS",0.008
"208","2010-01-01 01:00:00","2010-01-09 17:00:00","SQIN",18578829,"CMS",0.008
"209","2010-01-01 01:00:00","2010-01-09 18:00:00","SQIN",18578829,"CMS",0.008
"210","2010-01-01 01:00:00","2010-01-09 19:00:00","SQIN",18578829,"CMS",0.008
"211","2010-01-01 01:00:00","2010-01-09 20:00:00","SQIN",18578829,"CMS",0.008
"212","2010-01-01 01:00:00","2010-01-09 21:00:00","SQIN",18578829,"CMS",0.008
"213","2010-01-01 01:00:00","2010-01-09 22:00:00","SQIN",18578829,"CMS",0.008
"214","2010-01-01 01:00:00","2010-01-09 23:00:00","SQIN",18578829,"CMS",0.008
"215","2010-01-01 01:00:00","2010-01-10 00:00:00","SQIN",18578829,"CMS",0.008
"216","2010-01-01 01:00:00","2010-01-10 01:00:00","SQIN",18578829,"CMS",0.008
"217","2010-01-01 01:00:00","2010-01-10 02:00:00","SQIN",18578829,"CMS",0.008
"218","2010-01-01 01:00:00","2010-01-10 03:00:00","SQIN",18578829,"CMS",0.008
"219","2010-01-01 01:00:00","2010-01-10 04:00:00","SQIN",18578829,"CMS",0.008
"220","2010-01-01 01:00:00","2010-01-10 05:00:00","SQIN",18578829,"CMS",0.008
"221","2010-01-01 01:00:00","2010-01-10 06:00:00","SQIN",18578829,"CMS",0.008
"222","2010-01-01 01:00:00","2010-01-10 07:00:00","SQIN",18578829,"CMS",0.008
"223","2010-01-01 01:00:00","2010-01-10 08:00:00","SQIN",18578829,"CMS",0.008
"224","2010-01-01 01:00:00","2010-01-10 09:00:00","SQIN",18578829,"CMS",0.008
"225","2010-01-01 01:00:00","2010-01-10 10:00:00","SQIN",18578829,"CMS",0.008
"226","2010-01-01 01:00:00","2010-01-10 11:00:00","SQIN",18578829,"CMS",0.008
"227","2010-01-01 01:00:00","2010-01-10 12:00:00","SQIN",18578829,"CMS",0.008
"228","2010-01-01 01:00:00","2010-01-10 13:00:00","SQIN",18578829,"CMS",0.008
"229","2010-01-01 01:00:00","2010-01-10 14:00:00","SQIN",18578829,"CMS",0.008
"230","2010-01-01 01:00:00","2010-01-10 15:00:00","SQIN",18578829,"CMS",0.008
"231","2010-01-01 01:00:00","2010-01-10 16:00:00","SQIN",18578829,"CMS",0.008
"232","2010-01-01 01:00:00","2010-01-10 17:00:00","SQIN",18578829,"CMS",0.008
"233","2010-01-01 01:00:00","2010-01-10 18:00:00","SQIN",18578829,"CMS",0.008
"234","2010-01-01 01:00:00","2010-01-10 19:00:00","SQIN",18578829,"CMS",0.008
"235","2010-01-01 01:00:00","2010-01-10 20:00:00","SQIN",18578829,"CMS",0.008
"236","2010-01-01 01:00:00","2010-01-10 21:00:00","SQIN",18578829,"CMS",0.008
"237","2010-01-01 01:00:00","2010-01-10 22:00:00","SQIN",18578829,"CMS",0.008
"238","2010-01-01 01:00:00","2010-01-10 23:00:00","SQIN",18578829,"CMS",0.008
"239","2010-01-01 01:00:00","2010-01-11 00:00:00","SQIN",18578829,"CMS",0.008
"240","2010-01-01 01:00:00","2010-01-11 01:00:00","SQIN",18578829,"CMS",0.008
"241","2010-01-01 01:00:00","2010-01-11 02:00:00","SQIN",18578829,"CMS",0.008
"242","2010-01-01 01:00:00","2010-01-11 03:00:00","SQIN",18578829,"CMS",0.008
"243","2010-01-01 01:00:00","2010-01-11 04:00:00","SQIN",18578829,"CMS",0.008
"244","2010-01-01 01:00:00","2010-01-11 05:00:00","SQIN",18578829,"CMS",0.008
"245","2010-01-01 01:00:00","2010-01-11 06:00:00","SQIN",18578829,"CMS",0.008
"246","2010-01-01 01:00:00","2010-01-11 07:00:00","SQIN",18578829,"CMS",0.008
"247","2010-01-01 01:00:00","2010-01-11 08:00:00","SQIN",18578829,"CMS",0.008
"248","2010-01-01 01:00:00","2010-01-11 09:00:00","SQIN",18578829,"CMS",0.008
"249","2010-01-01 01:00:00","2010-01-11 10:00:00","SQIN",18578829,"CMS",0.008
"250","2010-01-01 01:00:00","2010-01-11 11:00:00","SQIN",18578829,"CMS",0.008
"251","2010-01-01 01:00:00","2010-01-11 12:00:00","SQIN",18578829,"CMS",0.008
"252","2010-01-01 01:00:00","2010-01-11 13:00:00","SQIN",18578829,"CMS",0.008
"253","2010-01-01 01:00:00","2010-01-11 14:00:00","SQIN",18578829,"CMS",0.008
"254","2010-01-01 01:00:00","2010-01-11 15:00:00","SQIN",18578829,"CMS",0.008
"255","2010-01-01 01:00:00","2010-01-11 16:00:00","SQIN",18578829,"CMS",0.008
"256","2010-01-01 01:00:00","2010-01-11 17:00:00","SQIN",18578829,"CMS",0.008
"257","2010-01-01 01:00:00","2010-01-11 18:00:00","SQIN",18578829,"CMS",0.008
"258","2010-01-01 01:00:00","2010-01-11 19:00:00","SQIN",18578829,"CMS",0.008
"259","2010-01-01 01:00:00","2010-01-11 20:00:00","SQIN",18578829,"CMS",0.008
"260","2010-01-01 01:00:00","2010-01-11 21:00:00","SQIN",18578829,"CMS",0.008
"261","2010-01-01 01:00:00","2010-01-11 22:00:00","SQIN",18578829,"CMS",0.008
"262","2010-01-01 01:00:00","2010-01-11 23:00:00","SQIN",18578829,"CMS",0.008
"263","2010-01-01 01:00:00","2010-01-12 00:00:00","SQIN",18578829,"CMS",0.008
"264","2010-01-01 01:00:00","2010-01-12 01:00:00","SQIN",18578829,"CMS",0.008
"265","2010-01-01 01:00:00","2010-01-12 02:00:00","SQIN",18578829,"CMS",0.008
"266","2010-01-01 01:00:00","2010-01-12 03:00:00","SQIN",18578829,"CMS",0.008
"267","2010-01-01 01:00:00","2010-01-12 04:00:00","SQIN",18578829,"CMS",0.008
"268","2010-01-01 01:00:00","2010-01-12 05:00:00","SQIN",18578829,"CMS",0.008
"269","2010-01-01 01:00:00","2010-01-12 06:00:00","SQIN",18578829,"CMS",0.008
"270","2010-01-01 01:00:00","2010-01-12 07:00:00","SQIN",18578829,"CMS",0.008
"271","2010-01-01 01:00:00","2010-01-12 08:00:00","SQIN",18578829,"CMS",0.008
"272","2010-01-01 01:00:00","2010-01-12 09:00:00","SQIN",18578829,"CMS",0.008
"273","2010-01-01 01:00:00","2010-01-12 10:00:00","SQIN",18578829,"CMS",0.008
"274","2010-01-01 01:00:00","2010-01-12 11:00:00","SQIN",18578829,"CMS",0.008
"275","2010-01-01 01:00:00","2010-01-12 12:00:00","SQIN",18578829,"CMS",0.008
"276","2010-01-01 01:00:00","2010-01-12 13:00:00","SQIN",18578829,"CMS",0.008
"277","2010-01-01 01:00:00","2010-01-12 14:00:00","SQIN",18578829,"CMS",0.008
"278","2010-01-01 01:00:00","2010-01-12 15:00:00","SQIN",18578829,"CMS",0.008
"279","2010-01-01 01:00:00","2010-01-12 16:00:00","SQIN",18578829,"CMS",0.008
"280","2010-01-01 01:00:00","2010-01-12 17:00:00","SQIN",18578829,"CMS",0.008
"281","2010-01-01 01:00:00","2010-01-12 18:00:00","SQIN",18578829,"CMS",0.008
"282","2010-01-01 01:00:00","2010-01-12 19:00:00","SQIN",18578829,"CMS",0.008
"283","2010-01-01 01:00:00","2010-01-12 20:00:00","SQIN",18578829,"CMS",0.008
"284","2010-01-01 01:00:00","2010-01-12 21:00:00","SQIN",18578829,"CMS",0.008
"285","2010-01-01 01:00:00","2010-01-12 22:00:00","SQIN",18578829,"CMS",0.008
