0,1,2,3,4,5,6,7,8,9
2.23e-05,-0.796760267,0.558596054,1.340816132,0.021533902999999997,0.426084058,1985.845755,623.6027845,0.097213575,0.30488508
1.53e-05,-0.74232833,0.505953921,0.463506391,0.023188071,0.257293946,1365.882556,693.4444761,0.108055877,0.270760509
1.76e-05,-1.638370984,0.39094947700000005,1.00409876,0.02455878,0.286211005,847.3424712000001,795.9210068,0.14362798300000001,0.821176569
2.3899999999999998e-05,-1.4462243190000001,0.611096099,1.557352476,0.026400295,0.334738616,503.86681009999995,1868.7913829999998,0.063651552,0.06557749
2.35e-05,-1.160000234,0.5869503110000001,3.88377048,0.01721951,0.415725845,1305.7474730000001,1779.8469149999999,0.10153879800000001,0.652771289
1.83e-05,-1.8413337369999998,0.473341237,2.411722001,0.026108891000000002,0.05594134,1198.94662,1875.838063,0.132242405,0.779015764
2.52e-05,-1.732306301,0.6605980379999999,1.672385964,0.01877408,0.283769023,1456.267529,716.819664,0.077205814,0.052041854000000005
1.07e-05,-0.451860305,0.464772242,2.140665218,0.025974596000000003,0.136381998,636.6376993,1876.193696,0.092045172,0.512893905
1.64e-05,-1.896435855,0.603061583,2.357018235,0.012285339,0.231352478,1907.079638,1516.747141,0.068858127,0.52490375
2.0300000000000002e-05,-0.5497449529999999,0.615220979,2.078008403,0.026275867,0.49311905100000003,539.4845887,1479.352344,0.105040823,0.277398325
1.15e-05,-1.081287211,0.332385961,0.09965746199999999,0.024949402000000002,0.37188403299999995,877.2813413999999,1314.541976,0.12864997,0.518152033
2.24e-05,-1.260826312,0.47055574899999997,2.660698022,0.02673348,0.253008003,1015.5786009999999,819.9255569000001,0.12282819,0.753084867
1.56e-05,-1.330562064,0.534943092,1.742619975,0.017762744,0.014968822,1124.614809,911.3093048000001,0.126544914,0.540318304
1.75e-05,-1.9114206130000002,0.50157773,1.4677649830000001,0.021339514,0.344204671,1741.927809,1052.451882,0.09949741,0.636259947
1.1e-05,-1.652942418,0.533366465,3.934596473,0.010198506999999999,0.30145427199999997,850.7157954,1450.216773,0.14122142699999998,0.601300006
2.2100000000000002e-05,-1.281555512,0.684383306,2.496340243,0.014508842,0.04734945,1450.884137,528.6632662999999,0.127158979,0.22661047
