,qs0,lnTe,m,Sr0,Srmax,td,vch,vr,k0,CD,NSE
1407,2.65E-05,-1.889815789,0.441071704,3.625873261,0.020836364,0.160451406,1246.303284,1653.294643,0.055656755,0.114658749,-0.439934239
1408,1.77E-05,-0.939197902,0.494440857,2.641095955,0.014484926,0.451564558,1438.150058,1473.799562,0.080948197,0.547576257,0.05628696
1409,2.05E-05,-0.744885127,0.546958772,3.415345804,0.018475831,0.132698608,882.6777105,1065.391276,0.105215912,0.443014818,0.022099671
1410,1.36E-05,-0.442421515,0.398034637,0.81513937,0.026130465,0.307251036,563.3526667,1531.867676,0.066238933,0.146068823,0.010296985
1411,1.67E-05,-1.860214232,0.481925496,3.08812343,0.015164389,0.171589291,1775.037815,1432.972436,0.11932183,0.366619551,0.091505062
1412,2.89E-05,-1.12050486,0.688986939,2.940646829,0.026799647,0.113050008,1266.341574,1422.908852,0.098794484,0.128989404,0.077734113
1413,2.17E-05,-1.679008776,0.402912586,1.417082932,0.018332169,0.036100798,1107.780482,1779.207049,0.095098384,0.03372889,-0.176212178
1414,1.31E-05,-0.928908777,0.405020299,1.766221473,0.023608806,0.0369873,1326.217664,1658.626712,0.0794086,0.893446811,0.054492981
1415,2.39E-05,-0.594329246,0.480199101,0.826051842,0.020525673,0.002068154,665.1311588,1058.425816,0.078057342,0.272877534,-0.08239089
1416,1.18E-05,-0.934346097,0.686592701,1.061388616,0.019109816,0.1886917,1104.079598,1866.907567,0.086497407,0.216915809,0.025260575
1417,2.70E-05,-1.875998775,0.396032926,0.885899215,0.021305026,0.041648275,601.9536197,1378.95155,0.112520417,0.557145083,-0.539910718
1418,2.31E-05,-1.243715244,0.565082642,0.862197899,0.0154339,0.259629007,1979.29753,1581.519743,0.126922286,0.544866907,0.07830105
1419,2.79E-05,-1.010247719,0.322891777,0.522785119,0.021852418,0.015206791,1051.976674,910.5420763,0.074988827,0.929947285,-0.425466027
1420,1.37E-05,-0.414967017,0.601806359,2.385924959,0.012516111,0.373418906,823.2575813,791.7293512,0.147693368,0.069834071,0.035908738
1421,2.48E-05,-0.771318432,0.354011326,3.666453578,0.011824811,0.447738253,1804.744931,1186.662997,0.085564791,0.380368884,-0.570330287
1422,2.85E-05,-0.535439819,0.610492357,1.625677357,0.016983037,0.000433272,614.538009,1672.981902,0.069020921,0.449315378,-0.115920628
1423,1.76E-05,-0.911720171,0.577178757,2.592508572,0.012002547,0.46786646,1251.621533,929.4787374,0.146900402,0.621026564,0.085567609
1424,1.82E-05,-0.34016234,0.44103534,3.039638964,0.019848698,0.152905993,547.3266253,500.5412628,0.110748694,0.356200215,-0.047269351
1425,1.07E-05,-0.600729604,0.384622607,3.021546712,0.02349401,0.208371192,1378.674249,1236.488576,0.076938819,0.074813279,0.010211556
1426,1.76E-05,-0.861641478,0.449251648,2.517159237,0.013771981,0.454087234,1444.957188,559.4765275,0.076366326,0.029193025,0.010767945
1427,2.40E-05,-1.630482798,0.606786927,3.999990187,0.019500064,0.200067465,966.5922261,714.9463568,0.145453093,0.544759159,0.11665528
1428,2.27E-05,-1.887034652,0.314886607,0.660174924,0.016967696,0.441078443,1961.526192,829.6283516,0.091477899,0.375849149,-0.754472069
1429,2.36E-05,-0.915308509,0.344505781,0.636191019,0.019403355,0.451059976,1575.059483,1671.883568,0.089044579,0.142550044,-0.257239241
1430,1.51E-05,-1.149274969,0.687075647,2.240115396,0.02747881,0.488731119,605.6349816,1611.791683,0.059476732,0.69467008,0.097001063
1431,2.52E-05,-0.246040246,0.5626316,1.194130959,0.013390684,0.487396299,518.9443284,1366.975914,0.075662622,0.415305278,-0.175403648
1432,1.74E-05,-1.436308647,0.543881689,3.945391824,0.024259195,0.482420401,1773.031786,1835.404521,0.102532451,0.900152407,0.216751059
1433,1.87E-05,-0.745687063,0.576331047,1.08695941,0.024734444,0.121958391,1243.370807,1702.379233,0.122245997,0.536048585,0.049599332
1434,1.66E-05,-1.774298188,0.693830211,1.416330809,0.019251855,0.255360577,1378.180021,1918.923172,0.103138283,0.010987779,0.245309078
1435,1.76E-05,-1.465344476,0.472349089,2.263797444,0.01033428,0.3504657,816.1421282,1997.612917,0.143636381,0.261578546,0.073767639
1436,1.10E-05,-0.861988952,0.346927152,1.117384741,0.013424409,0.342536543,1615.672621,1990.016862,0.058034148,0.619890658,-0.016072767
1437,1.33E-05,-1.779039522,0.488002408,0.664031635,0.018058577,0.300277538,1958.536197,750.6384259,0.108823346,0.118117924,0.226456113
1438,1.45E-05,-1.512822769,0.516073502,1.499929614,0.026074471,0.007897397,1141.607628,659.2278479,0.09715919,0.65785231,0.212876042
1439,1.29E-05,-0.941377775,0.362333184,0.827288383,0.017909258,0.458917918,1601.663882,765.6105261,0.064130629,0.380055988,0.030887284
1440,2.84E-05,-0.309305234,0.511884639,3.705793934,0.01292604,0.457943355,1526.57647,1885.504493,0.143813005,0.185484152,-0.347805485
1441,2.17E-05,-0.711542666,0.472214925,0.682991755,0.024807943,0.04572403,1500.468676,954.5264757,0.057834319,0.877107023,0.004454691
1442,1.44E-05,-0.524242021,0.528542382,1.78215069,0.016208251,0.23233378,507.3927499,691.9659646,0.072718355,0.508732871,0.028148453
1443,1.09E-05,-1.698954584,0.630647633,1.838011071,0.029375,0.292307759,1022.452403,1566.224852,0.091393839,0.440011765,0.170366395
1444,1.36E-05,-1.711425582,0.451343979,0.829135447,0.02114918,0.304349957,560.9716264,1227.922904,0.108628493,0.696385304,0.218239473
1445,2.08E-05,-0.506662974,0.690988089,3.97770663,0.020512369,0.130874894,789.251882,1024.601725,0.115316889,0.971499266,0.027808997
1446,2.86E-05,-1.72653946,0.539427105,2.702956417,0.01498038,0.118553006,1917.533182,1913.011369,0.149566514,0.854048649,-0.412825085
1447,1.89E-05,-1.654068202,0.59660298,3.331239832,0.016386833,0.053124864,725.4176746,629.9403051,0.109615255,0.389472875,0.193637101
1448,2.40E-05,-1.774475968,0.413590004,0.175291331,0.020792828,0.221549038,1683.821195,883.205411,0.099209588,0.344892211,-0.264230746
1449,2.56E-05,-1.965515539,0.387434607,1.562240613,0.016089881,0.339486401,1212.503223,1591.130488,0.091990704,0.023783591,-0.671842363
1450,1.03E-05,-0.908701903,0.334710382,0.390392258,0.016033828,0.031711005,805.6136151,1699.154899,0.144406058,0.682416771,0.010295395
1451,1.53E-05,-1.395073014,0.431733194,2.020602464,0.022035179,0.133754565,1581.44521,1747.623314,0.10467477,0.212888212,0.160319732
1452,2.45E-05,-1.199760917,0.380670876,2.09808886,0.028202392,0.13368163,1573.050301,1570.672748,0.125816728,0.48686753,-0.049477981
1453,2.55E-05,-1.352397334,0.441664527,3.766455185,0.022833334,0.013266125,531.6915875,722.0575478,0.105044668,0.669306093,-0.042391841
1454,1.15E-05,-0.274419267,0.544489296,3.783564841,0.024967655,0.063495921,652.0538011,1204.424062,0.113791528,0.039930835,-0.012342735
1455,1.13E-05,-0.392311118,0.529554675,2.387074134,0.018973463,0.449475614,1415.57513,898.8266323,0.141175555,0.577729769,0.005374212
1456,1.08E-05,-1.737728886,0.326353214,2.048448797,0.025818291,0.251898099,537.37362,1591.850617,0.115693859,0.656517591,0.167945694
1457,2.66E-05,-0.771281235,0.410965013,3.96044242,0.025147177,0.053038693,969.5717314,920.7941539,0.078475873,0.699491217,-0.142849172
1458,1.82E-05,-1.249076286,0.360225577,1.136771057,0.01893775,0.064041959,1643.32368,655.4315548,0.111682952,0.863648972,-0.007107636
1459,2.06E-05,-1.089610319,0.314683128,1.232606547,0.010850772,0.329473185,1974.5704,1602.573567,0.122891903,0.828341294,-0.539177676
1460,2.01E-05,-0.767515554,0.654337075,1.430052103,0.016484898,0.125303125,969.9878929,638.3038324,0.119867544,0.228468317,0.051331999
1461,2.88E-05,-1.59116048,0.330476229,2.153175833,0.026410349,0.193639679,1252.082164,1374.732305,0.084299851,0.043898835,-0.543261353
1462,1.72E-05,-0.240227338,0.315793365,3.318934477,0.018102376,0.449830256,1909.005589,945.9636681,0.072951559,0.027948132,-0.229597771
1463,1.59E-05,-0.774087828,0.572808825,3.025273029,0.015084108,0.130885151,892.5423095,1709.723315,0.076435314,0.680542451,0.041449663
1464,1.51E-05,-0.942594351,0.425892449,1.416874837,0.02779598,0.488238561,1715.69281,633.804549,0.129924472,0.468552645,0.064078453
1465,1.97E-05,-0.215149145,0.562155375,0.223138983,0.011168357,0.30074566,1797.36568,1763.069592,0.143737223,0.79542317,-0.056247369
1466,1.84E-05,-1.824517437,0.476439903,2.954603552,0.023757028,0.189596652,1039.534394,1777.590237,0.114424417,0.879065922,0.146074125
1467,1.83E-05,-1.002759252,0.331088144,1.748209468,0.02554246,0.313552799,1220.660565,1221.861006,0.1014728,0.571791332,-0.025769057
1468,1.87E-05,-1.108252383,0.59341262,1.603829812,0.028531326,0.444480179,1273.762185,1675.539385,0.102542531,0.830944146,0.158427252
1469,2.65E-05,-1.505391231,0.560216864,3.251556165,0.016483671,0.215823532,975.2593231,1790.972014,0.086890475,0.912231237,-0.015048813
1470,1.11E-05,-0.35735033,0.313578167,0.245882157,0.015005699,0.323449816,1911.352101,787.593395,0.10506818,0.646941924,-0.106317966
1471,1.18E-05,-1.035909536,0.477336768,2.369521975,0.028855543,0.279776345,549.9160145,1613.937689,0.109968941,0.327970106,0.041197595
1472,1.63E-05,-0.991194752,0.589711091,0.454676195,0.024207084,0.383502469,631.8063899,1904.613125,0.127885847,0.135086715,0.079431945
1473,1.87E-05,-1.849497965,0.629187706,2.152938004,0.02288469,0.406201342,802.5982362,1864.374216,0.10212597,0.289474345,0.223931779
1474,2.57E-05,-1.387103508,0.47031053,0.372408262,0.011382726,0.223640399,621.3001758,1017.951553,0.103489238,0.321595591,-0.251603836
1475,2.14E-05,-1.731926561,0.442875244,0.3046297,0.026767609,0.241928346,609.4935607,1176.807846,0.142498245,0.257053421,0.047530188
1476,2.13E-05,-0.543885158,0.684941592,3.104156245,0.028891807,0.099986113,1660.066474,1891.309906,0.144826917,0.750212456,0.034696133
1477,1.64E-05,-1.615978072,0.633005551,3.763876178,0.021344888,0.19789007,1283.632768,958.9957041,0.079296232,0.385341037,0.240067468
1478,2.30E-05,-0.889982365,0.326435216,3.324297477,0.023969499,0.193359602,1897.69084,818.5743522,0.128394488,0.919565733,-0.201391316
1479,1.51E-05,-1.605579996,0.441743475,2.759852723,0.017751704,0.218735152,1389.042301,772.6706904,0.09635845,0.944338215,0.182748304
1480,2.74E-05,-0.653463379,0.617076663,2.399620844,0.01802059,0.22264582,1299.221014,1368.259307,0.111510894,0.206459632,-0.057568548
1481,2.53E-05,-0.943048653,0.402601198,2.013120489,0.020697105,0.486709593,1892.897638,1829.587608,0.129159947,0.608626205,-0.149135309
1482,2.89E-05,-1.545730911,0.348694304,2.443451079,0.016496921,0.409281572,893.6999753,1085.588514,0.071471956,0.464143502,-0.840885832
1483,2.94E-05,-1.498927715,0.383441553,3.915396024,0.025605269,0.330884297,595.6547637,1771.66402,0.085928953,0.688798519,-0.388537546
1484,1.17E-05,-0.838086766,0.369106415,0.934427822,0.0167284,0.031917686,646.8953547,1155.679968,0.134109616,0.21257867,0.02232217
1485,2.18E-05,-0.628404474,0.498081375,3.146337423,0.022904105,0.356152133,826.4314124,1227.453179,0.148873869,0.775607879,-0.039727329
1486,1.89E-05,-1.880736731,0.345303675,3.648925087,0.014429198,0.04143679,1238.903339,1811.460919,0.122959611,0.326065696,-0.414644474
1487,1.57E-05,-0.90405994,0.434586756,2.693211058,0.028455436,0.364985301,1266.223625,1282.14303,0.115510788,0.261396924,0.053592135
1488,1.26E-05,-0.920260524,0.342865365,2.247395912,0.016995596,0.029067076,643.290704,1848.073147,0.064065399,0.635676398,0.010054073
1489,1.43E-05,-1.253957619,0.43066885,2.472296525,0.027361904,0.098341137,1982.950232,990.7407461,0.062693542,0.724123261,0.131838947
1490,2.80E-05,-0.843205143,0.304632052,0.202011412,0.011692169,0.497349953,791.7910692,1559.086537,0.110575835,0.390065821,-1.021517798
1491,1.62E-05,-1.04175066,0.447107575,0.051006432,0.010826497,0.409745036,1366.578827,1286.975739,0.072565713,0.225573925,-0.000154229
1492,1.27E-05,-0.200253395,0.351058441,1.912989497,0.01006603,0.28410713,1921.622533,1915.727384,0.092312048,0.974085797,-0.164602199
1493,2.61E-05,-1.18246912,0.400476604,3.096243502,0.028612707,0.393422297,1380.486938,1241.913615,0.090967157,0.827130665,-0.066668781
1494,2.13E-05,-1.322346266,0.693933408,2.723487335,0.012365379,0.132494197,1001.051159,1664.185147,0.122794987,0.854912795,0.163836185
1495,1.62E-05,-0.262438641,0.557891933,2.198811038,0.020179152,0.157788504,912.1733361,824.2303099,0.109098104,0.028658415,0.032509241
1496,1.49E-05,-1.28965992,0.558323438,0.874504968,0.027978814,0.466934772,1548.91826,740.499819,0.077751948,0.660563844,0.159156711
1497,2.05E-05,-0.436709251,0.699606566,3.936123397,0.026013052,0.337828685,1606.544433,989.2037314,0.135731198,0.703831471,0.040193793
1498,1.25E-05,-0.941758428,0.475504731,1.533862839,0.016792354,0.288151431,1538.911392,861.4468736,0.123024937,0.293190156,0.060206571
1499,2.39E-05,-1.787574011,0.563887487,1.339002902,0.027604822,0.487429302,583.9251009,1734.541859,0.077283212,0.642641543,0.076424445
1500,2.78E-05,-0.249954237,0.396978274,2.407587174,0.026186369,0.369926981,1245.582883,1039.171368,0.060840279,0.401299045,-0.301403782
1501,2.69E-05,-0.963162211,0.326653375,1.519895054,0.017719381,0.348883566,1973.551105,576.2244337,0.144661238,0.798377729,-0.483556263
1502,1.19E-05,-1.581528249,0.569281169,0.678336015,0.022173989,0.275141624,1826.201602,1648.374455,0.069167089,0.83146601,0.183032277
1503,2.16E-05,-1.306893023,0.658549908,2.68319847,0.013352248,0.085045828,1193.03052,1053.457684,0.114263052,0.238176967,0.150644107
1504,1.55E-05,-1.732798073,0.45311298,3.892578059,0.014686935,0.284898904,1845.990072,1851.224774,0.091796959,0.732086413,0.147626133
1505,1.82E-05,-1.50161076,0.658728484,0.164189842,0.016412524,0.489919281,1064.82894,961.2847442,0.091511662,0.180568341,0.222184091
1506,1.25E-05,-1.711459518,0.568051535,1.618522163,0.029403619,0.239928417,1797.05879,1630.512157,0.096667373,0.362070664,0.22637735
1507,2.70E-05,-0.216007665,0.605674249,0.272973832,0.01629414,0.326258446,634.6561332,1307.751772,0.139334763,0.840049723,-0.148732834
1508,2.99E-05,-1.314870126,0.694372817,1.160566743,0.016060411,0.395793696,1672.554059,1116.783993,0.106581151,0.839667928,-0.019387407
1509,1.74E-05,-1.073841993,0.340152126,3.763015996,0.016246281,0.476988227,1549.594791,842.4377283,0.081789289,0.234703018,-0.098696142
1510,1.47E-05,-1.237040358,0.447290597,0.790578738,0.014171493,0.237852615,922.1683554,1172.720189,0.084267103,0.632515672,0.096050257
1511,2.87E-05,-0.952092582,0.382805375,2.808957118,0.027098977,0.300489912,588.8291146,852.6337174,0.133606339,0.039851657,-0.204612347
1512,2.27E-05,-1.028435742,0.555198215,3.565017943,0.011840794,0.289127087,1683.539656,1844.13725,0.103552476,0.352979384,-0.002285645
1513,1.46E-05,-0.390074396,0.599438246,1.029847471,0.020415405,0.310046598,680.0827994,1028.655748,0.115095743,0.809173238,0.041908486
1514,2.64E-05,-0.441602039,0.431835278,2.081590825,0.010308218,0.484668366,1347.689634,676.2268264,0.132657618,0.54882984,-0.478511273
1515,1.94E-05,-0.359520837,0.571966372,1.379032259,0.023657061,0.206832084,865.431424,1836.344921,0.051046531,0.12408049,0.017744806
1516,2.34E-05,-1.100398538,0.34977052,0.341379992,0.029920436,0.286579535,1835.14578,836.7075335,0.121864605,0.367946237,-0.053496282
1517,2.76E-05,-1.944766801,0.610624149,0.987016833,0.023929563,0.321556141,1084.140696,1848.920752,0.142669307,0.555432533,-0.209238581
1518,2.25E-05,-1.309240783,0.522304479,3.694790183,0.017404031,0.103076615,1882.51635,970.3377354,0.142543982,0.863286765,0.078734737
1519,2.90E-05,-0.877399127,0.31454815,2.818639232,0.027883209,0.288383303,1558.304962,1652.717376,0.053781187,0.87646769,-0.379986615
1520,1.88E-05,-1.767069674,0.427771684,3.959730672,0.018831378,0.143863415,1405.727873,1349.57016,0.121220614,0.400150867,0.001762552
1521,2.83E-05,-0.919475379,0.592293682,0.25393879,0.014475067,0.245573102,1247.606512,1916.71696,0.10591676,0.307109423,-0.073229031
1522,1.67E-05,-0.644617466,0.644302546,2.144174583,0.029051401,0.039215177,1334.817696,1095.959542,0.068318648,0.121158127,0.048031658
1523,1.77E-05,-1.862713375,0.400657407,2.803342078,0.02316404,0.058376983,509.7076182,611.7428022,0.142321321,0.082087571,0.045247206
1524,1.28E-05,-1.916705548,0.615191931,3.308873372,0.025990155,0.061858286,1550.335727,1229.519423,0.063205085,0.33838186,0.239140686
1525,2.10E-05,-0.366752586,0.407584802,2.760462961,0.025659596,0.130808758,1348.333667,1210.573692,0.123470429,0.850555259,-0.0993056
1526,2.69E-05,-1.322914006,0.612960729,2.890111988,0.017788669,0.163203065,1473.942265,1423.770653,0.106070959,0.266957745,0.032969313
1527,1.80E-05,-1.370278423,0.345282898,3.978226037,0.02652752,0.386308398,1928.782481,1448.777945,0.105782792,0.199264691,0.072542883
1528,2.56E-05,-0.778483013,0.345347426,2.826240006,0.010370378,0.098217233,785.2399061,542.5075266,0.141587719,0.142756501,-0.745029141
1529,2.37E-05,-0.714186178,0.621996029,0.270024029,0.015460151,0.3864224,1201.334586,1498.222113,0.117433469,0.446246735,0.019187896
1530,2.32E-05,-1.306576956,0.685215362,2.435499804,0.025034601,0.387198275,655.6148055,1553.542097,0.098739755,0.413108748,0.183542839
1531,2.29E-05,-0.931378687,0.639545288,3.064723455,0.012629518,0.231278086,623.2442304,1653.872872,0.076681357,0.245359472,0.043618947
1532,2.82E-05,-0.480080077,0.472751458,3.569160383,0.010113343,0.319085759,993.0439384,1436.134344,0.131932707,0.738308281,-0.475216331
1533,1.36E-05,-1.540673383,0.363134426,0.67570556,0.02246339,0.057499232,1477.361722,579.5157375,0.140436637,0.932756234,0.148268625
1534,1.38E-05,-1.523570248,0.369892634,1.256192305,0.023898448,0.408002086,1700.000238,840.3241092,0.068379018,0.766799942,0.155784081
1535,2.29E-05,-1.661051183,0.476374861,2.188609002,0.025060292,0.439140265,1507.641487,747.7435338,0.135681576,0.299271443,0.069388661
1536,1.12E-05,-1.637125297,0.50697972,0.297103277,0.010417908,0.458933319,1331.258388,1890.98821,0.093686056,0.856579356,0.174173724
1537,2.91E-05,-1.425622568,0.533615895,1.149531309,0.029736168,0.488969884,1162.150607,1061.587699,0.079680371,0.132970098,-0.002000423
1538,2.85E-05,-1.021638688,0.381524839,0.263915008,0.025081321,0.473923557,1728.637496,1912.720465,0.121599057,0.486485324,-0.225070893
1539,1.18E-05,-0.208135649,0.303132259,0.097004654,0.01339115,0.487597627,819.9919154,606.1627314,0.133367234,0.830730527,-0.17954776
1540,1.28E-05,-0.428812409,0.598408227,0.520379403,0.028605836,0.034438341,1666.571476,747.9497031,0.083841718,0.364174007,0.028792892
1541,2.74E-05,-0.656867515,0.64250968,0.818381901,0.014236935,0.183109951,1570.32353,1898.812054,0.121104558,0.336249758,-0.088738623
1542,2.02E-05,-1.467786153,0.633123322,1.87930955,0.027149473,0.078529226,661.1869327,763.8358159,0.132751316,0.141001018,0.213268452
1543,1.24E-05,-1.137338661,0.373029026,3.923282419,0.016954426,0.267832986,1566.090206,549.6021643,0.101895854,0.310447827,0.078685516
1544,1.45E-05,-0.708897137,0.564218133,2.820981317,0.017121926,0.139784283,1465.469346,607.1236747,0.052559994,0.601590802,0.0348812
1545,2.56E-05,-1.646285494,0.442529126,1.340938484,0.019076881,0.106324197,1339.668868,1018.349643,0.131490417,0.157975604,-0.281216193
1546,1.70E-05,-1.652204549,0.495160899,0.9127054,0.020936947,0.42279992,554.1304075,1593.477413,0.131192533,0.320204557,0.196721521
1547,2.55E-05,-1.838819691,0.427327828,3.107519323,0.012074366,0.068243281,1247.217983,1867.461646,0.056501378,0.855931804,-0.78554001
1548,2.73E-05,-0.323152938,0.628888167,2.093623564,0.023282591,0.466637357,1240.741913,1947.43704,0.108766183,0.50630658,-0.08886231
1549,2.03E-05,-1.300236305,0.426041682,2.332096752,0.029575262,0.270063354,1010.299163,953.4356395,0.11540123,0.690945921,0.124552718
1550,1.51E-05,-1.147353301,0.466080526,3.171042766,0.021409743,0.164926839,1786.626267,1114.934182,0.074568789,0.918440515,0.116610136
1551,2.15E-05,-0.457374259,0.309968645,0.18512363,0.01067862,0.322941051,1210.286358,708.5920078,0.122119189,0.128068286,-0.707125076
1552,2.92E-05,-1.220805806,0.313670642,1.40446537,0.021367985,0.444515594,1286.564433,1128.21504,0.063129585,0.316203268,-0.528743558
1553,1.98E-05,-0.906404287,0.306395422,0.097456791,0.014790781,0.344338284,590.1305137,1696.739248,0.111459607,0.685891075,-0.371737017
1554,1.50E-05,-1.598224534,0.517980189,1.009188639,0.024428715,0.435584414,516.5435027,1038.649813,0.11202769,0.96353973,0.229628123
1555,2.56E-05,-0.530243564,0.409334223,1.69738037,0.022399266,0.272577871,1474.709778,628.2478592,0.136939306,0.700154718,-0.191119101
1556,2.88E-05,-0.222310161,0.66129756,3.962865485,0.012911568,0.072835203,1316.56945,1091.77631,0.053854342,0.974470812,-0.201060961
1557,1.57E-05,-0.630547795,0.532899972,2.306274362,0.020720777,0.06250602,1721.78741,1513.88743,0.087318432,0.675867322,0.029585572
1558,2.65E-05,-0.683735437,0.612299838,3.49894573,0.021435387,0.286261323,878.969874,743.8788712,0.08501232,0.011468427,-0.005603949
1559,2.18E-05,-1.035904736,0.684623283,2.897922678,0.017937024,0.332314945,1521.414792,767.0018364,0.052937261,0.267448746,0.139551864
1560,1.38E-05,-0.311388388,0.646095192,3.885648254,0.011130401,0.309922046,1141.334453,1606.757069,0.069515486,0.692084279,0.029946767
1561,1.06E-05,-1.579831025,0.351935352,3.896603236,0.023797765,0.179748966,1925.083151,1467.413467,0.084402554,0.496065368,0.149185721
1562,2.26E-05,-1.030598141,0.603593383,2.967689,0.029491924,0.031288533,1206.593168,534.582361,0.135676394,0.683897129,0.146105644
1563,1.76E-05,-0.767481158,0.608580109,2.326440659,0.029839026,0.374835651,1957.380367,1496.64743,0.081929874,0.534993151,0.046641513
1564,1.62E-05,-1.834133205,0.314910407,0.672185618,0.011567594,0.264871888,816.747055,606.62808,0.103150919,0.938246191,-0.497796141
1565,1.76E-05,-1.334582878,0.561638905,0.353160105,0.026101788,0.372883366,1393.067056,1605.462811,0.107423476,0.15624963,0.202853418
1566,1.12E-05,-1.037252435,0.394027042,3.227048119,0.010837488,0.123835266,798.3765136,1163.147327,0.133261739,0.546045406,0.041810507
1567,1.79E-05,-1.736008639,0.572217078,2.196529092,0.014588741,0.261728876,1983.327282,616.5925798,0.115838006,0.593958717,0.189034224
1568,1.69E-05,-1.565114878,0.512118002,0.761394138,0.022135869,0.170484809,1397.3137,721.9541982,0.077413133,0.231798108,0.208126123
1569,2.98E-05,-1.522683044,0.559329449,1.606335185,0.019579367,0.433836526,1485.0183,791.226058,0.093121446,0.073704332,-0.11466063
1570,1.49E-05,-1.195708426,0.661574049,2.910471976,0.028297894,0.053086002,1278.65154,1576.261603,0.095380972,0.688656278,0.132973204
1571,1.65E-05,-1.946022977,0.538250047,3.518684259,0.022759023,0.180467419,1250.231438,1349.340336,0.147232222,0.44528853,0.193929994
1572,2.24E-05,-1.10921129,0.478446879,3.446247605,0.014785793,0.400334145,1796.155039,1355.435273,0.089495815,0.962090513,-0.015456155
1573,1.63E-05,-0.544004816,0.67249319,3.876467835,0.010270537,0.266259153,525.3003724,802.3605408,0.10874146,0.561027189,0.032608191
1574,1.16E-05,-0.24729992,0.471811739,0.12991695,0.02829263,0.067905478,716.5537506,1395.808622,0.073914206,0.055024096,-0.007848336
1575,2.61E-05,-0.845828928,0.403208697,3.046999965,0.02312805,0.29758704,1060.76727,979.1185375,0.06286858,0.970775008,-0.153823713
1576,1.16E-05,-0.895330631,0.513010989,2.337030259,0.013518503,0.13620349,1764.320342,614.2837842,0.132089462,0.595009885,0.04334253
1577,2.24E-05,-1.253184598,0.450969527,2.9372662,0.018583455,0.255650528,1758.464882,569.1157972,0.137299034,0.082721454,0.020591896
1578,1.11E-05,-0.892257118,0.520002479,3.613400101,0.02308897,0.012721188,996.924915,1477.234012,0.084451,0.521679663,0.021551198
1579,2.45E-05,-1.53666963,0.583593691,3.646124013,0.017604619,0.229333101,1890.912815,1189.965514,0.083664176,0.672822809,0.075034968
1580,2.95E-05,-0.475489219,0.554890804,2.390305218,0.019633008,0.275145551,1541.23072,1669.519172,0.09996132,0.122904512,-0.176611905
1581,1.62E-05,-1.060639521,0.68771994,3.746038426,0.026623263,0.377749608,715.7837079,764.5495434,0.112330812,0.173357872,0.083142851
1582,2.85E-05,-0.580375801,0.303220815,1.165462889,0.026545219,0.284619516,1840.157558,1967.519105,0.114430857,0.117750963,-0.471501103
1583,2.98E-05,-1.515979047,0.355167218,3.71814044,0.028095739,0.209234048,1894.223203,1226.337565,0.054861913,0.920620701,-0.470913705
1584,1.19E-05,-0.997031895,0.613811986,1.430853411,0.028652828,0.314739132,1757.165148,1773.583251,0.093423139,0.742481721,0.020987457
1585,2.49E-05,-1.257763821,0.647739014,1.732512751,0.012328481,0.273230236,901.4573506,914.3897834,0.139841291,0.086721803,0.04807551
1586,2.06E-05,-0.766964781,0.577527418,1.986631017,0.016339552,0.23850042,690.8667517,1640.933217,0.068380984,0.612040136,0.036650925
1587,1.67E-05,-0.995910077,0.505209596,1.634613384,0.019568159,0.068142205,967.2674355,548.7735461,0.057789546,0.046201767,0.115496253
1588,2.14E-05,-1.890805787,0.588381204,0.899904928,0.012465184,0.298435185,674.4138846,822.3844989,0.146454358,0.175088493,-0.149205887
1589,2.82E-05,-1.658581067,0.520027431,1.642192385,0.022010769,0.465251857,887.6152721,514.7840759,0.093882713,0.969014827,-0.187497534
1590,2.30E-05,-1.75270412,0.333325906,0.174382039,0.013833604,0.115711335,864.942202,1241.968961,0.079324724,0.848231891,-0.769268962
1591,1.02E-05,-1.559956049,0.456569186,2.228343398,0.016840191,0.14929749,765.5094271,1660.359828,0.070858671,0.007876167,0.136798931
1592,1.41E-05,-0.95414871,0.500960494,0.084122498,0.012386962,0.088598129,1170.98527,585.0929001,0.065129781,0.827441758,0.049936116
1593,2.04E-05,-1.265384914,0.594785339,1.500452825,0.024866032,0.496136275,1681.37923,1215.290886,0.06170316,0.181458442,0.197706178
1594,2.18E-05,-0.511626564,0.370916821,0.127514746,0.012345981,0.094211179,756.0550196,717.0738648,0.079957774,0.73380454,-0.357491044
1595,1.44E-05,-1.260610579,0.454937175,0.180400966,0.022457744,0.316046709,908.395107,1779.706149,0.104327419,0.462676703,0.133877934
1596,1.90E-05,-1.517139617,0.407415627,2.318496653,0.018420289,0.169659252,1120.590913,1641.2216,0.056014419,0.945061947,0.06422716
1597,2.07E-05,-1.791774133,0.668933123,2.046111043,0.013278702,0.419334814,1923.797687,1232.093391,0.138030884,0.112320289,0.132834073
1598,2.94E-05,-0.418078473,0.365654708,0.47293978,0.021337357,0.145376962,1580.744508,509.6060861,0.055133924,0.035634393,-0.447292041
1599,2.75E-05,-1.661641277,0.512805582,3.749485339,0.029217445,0.359880985,1758.077965,644.3379589,0.123927861,0.379857703,-0.053814046
1600,1.24E-05,-0.360987678,0.351482574,0.659577414,0.01626259,0.231554309,1640.676281,506.8427392,0.118790964,0.561059962,-0.057447991
1601,2.25E-05,-1.509433272,0.31532214,0.45570811,0.025918813,0.274624274,1150.048799,1098.419899,0.132673319,0.605310336,-0.221701137
