,qs0,lnTe,m,Sr0,Srmax,td,vch,vr,k0,CD,NSE
70,2.66E-05,-1.147771293,0.561199796,1.537884895,0.029692007,0.454943542,1729.147836,1786.642228,0.129886203,0.54591899,0.080672087
71,1.28E-05,-1.543364661,0.405605026,3.109030169,0.0210937,0.115609971,1445.554068,1125.149401,0.111175018,0.756133161,0.170056036
72,2.40E-05,-1.406097776,0.639407727,0.520676665,0.029455761,0.410118138,695.0171178,1063.543645,0.146384219,0.515452882,0.165955418
73,1.78E-05,-0.255048227,0.545609741,0.337233403,0.020073793,0.18632743,1939.936983,658.1542026,0.124981432,0.766138811,0.016605938
74,2.46E-05,-0.330424839,0.403450595,0.841388684,0.010185509,0.049810841,1973.152434,1437.06367,0.083196622,0.244309039,-0.523403069
75,1.30E-05,-0.52915863,0.465714005,3.93847518,0.021768516,0.441562023,972.5331486,1938.705815,0.11701265,0.096848649,0.026374332
76,2.08E-05,-1.768758242,0.689502564,3.197163192,0.028279517,0.49168095,1029.921362,1476.941273,0.078125096,0.702492454,0.220371567
77,1.93E-05,-1.306685517,0.430971167,1.820491171,0.026283148,0.445801808,1507.246983,769.59661,0.054710823,0.844495282,0.135415503
78,2.57E-05,-1.136455267,0.329967807,2.577657949,0.011127893,0.202244115,562.5536282,1515.605262,0.0993271,0.247945862,-0.729949163
79,2.06E-05,-0.889272141,0.668787243,0.743867206,0.02120021,0.123254948,782.6334195,689.7294846,0.100605945,0.44520567,0.11446924
80,1.43E-05,-0.409181665,0.301610507,2.259902431,0.013667515,0.079021974,1558.398546,623.996707,0.099503975,0.434897011,-0.245159494
81,2.80E-05,-1.858576783,0.607564277,1.442386398,0.02668105,0.2861224,1723.504272,1994.148364,0.114812973,0.194851926,-0.091943952
82,1.02E-05,-1.053612684,0.489201996,3.291890047,0.027749826,0.487535411,795.3120067,1897.111521,0.135254614,0.606009881,0.009254933
83,2.38E-05,-0.63242828,0.626578414,0.554153838,0.028980573,0.149434456,1403.941251,1269.826495,0.093376601,0.347467677,0.021952804
84,1.25E-05,-1.121974652,0.436186241,1.601827523,0.014661611,0.013149332,1490.403392,552.5856563,0.097949454,0.460646288,0.105309312
85,2.73E-05,-1.236650509,0.547787577,0.35796367,0.020562763,0.297615223,1871.341463,1818.990891,0.121539855,0.00140549,-0.006611194
86,2.25E-05,-1.809517352,0.575647005,2.538947647,0.020379009,0.415138153,1825.98003,1262.780411,0.12622211,0.38853257,0.055974717
87,1.70E-05,-1.720578565,0.560013511,1.135570749,0.02526891,0.026217034,868.5914469,1562.870407,0.100548216,0.083805792,0.225647586
88,2.00E-05,-0.478961025,0.524226866,2.320780077,0.026673579,0.185905153,919.8171865,1446.076883,0.138277424,0.12430886,0.001689006
89,2.87E-05,-1.791450831,0.534833897,1.890638333,0.02873365,0.239492694,808.3834667,1398.484671,0.136829545,0.770927634,-0.147147007
90,2.29E-05,-0.964545944,0.530507457,2.771662305,0.024236986,0.455331026,725.0859475,1020.974458,0.121757488,0.354949447,0.080184941
91,2.25E-05,-1.517596657,0.551392605,2.779134788,0.020525163,0.311720238,934.86123,1360.649224,0.066069134,0.656672615,0.122829449
92,2.68E-05,-0.281709194,0.337568833,1.312118799,0.015493325,0.248701605,1642.813676,832.3280337,0.143859267,0.893230569,-0.630617708
93,1.67E-05,-1.459873368,0.683572584,1.757412092,0.027219848,0.173571995,896.0476378,574.9352492,0.131651277,0.987992528,0.245008301
94,2.63E-05,-0.554821012,0.326834879,2.84749001,0.019395945,0.176464804,844.0995646,1248.026981,0.07709059,0.531888749,-0.484732173
95,2.35E-05,-0.583306447,0.355236316,1.952164031,0.01467276,0.386418265,727.9671782,946.7579767,0.085703137,0.199745305,-0.406733457
96,1.74E-05,-1.256277677,0.379025913,2.116981222,0.015981384,0.395106355,1233.444002,1544.127789,0.126472333,0.090437484,0.005543204
97,2.10E-05,-0.233899363,0.591389313,2.76807165,0.013575162,0.143904053,661.166271,1278.840651,0.069341258,0.319953644,-0.043145238
98,2.99E-05,-1.203453016,0.680092619,0.826423674,0.015360475,0.305376776,838.6998626,1963.572453,0.056217746,0.329118448,-0.039136907
99,1.23E-05,-1.729755399,0.630527059,2.723814308,0.012110933,0.265606869,1939.934199,959.4233753,0.112132553,0.098815453,0.242772682
100,2.52E-05,-1.183460606,0.461751627,1.849534614,0.020368928,0.292005791,1407.466553,981.8463455,0.146169759,0.307093743,-0.036169317
101,2.67E-05,-1.113007418,0.344863382,2.023740454,0.01054923,0.110610467,1213.199015,1301.623588,0.13053232,0.529522154,-0.751707163
102,1.23E-05,-1.465301184,0.512959545,1.940643898,0.023112668,0.463982385,1014.002246,611.8356545,0.092370032,0.421080382,0.159502917
103,1.45E-05,-1.92689504,0.4504034,0.999459049,0.017892466,0.447401393,636.3799548,1378.33977,0.140263334,0.738576039,0.148535797
104,1.15E-05,-0.228437637,0.332066703,1.547607343,0.022546659,0.452915052,1200.143067,1319.366588,0.101694629,0.630980816,-0.041511248
105,2.42E-05,-1.172267417,0.427671253,3.766373652,0.020153333,0.378106264,1683.80167,1364.103469,0.065296451,0.560373518,-0.052299654
106,1.70E-05,-1.242284326,0.336476415,3.148475066,0.024165824,0.247713463,1717.081724,666.9186366,0.077174688,0.310361598,0.034461385
107,2.48E-05,-1.620807538,0.468908199,0.806354885,0.022944881,0.034901821,1458.463673,951.4216121,0.096213965,0.708319727,-0.052378931
108,1.81E-05,-1.153063921,0.674154963,0.920873949,0.025214345,0.026879099,752.1191213,612.691957,0.092777334,0.43430229,0.167273839
109,2.00E-05,-0.887576396,0.35294851,1.272161653,0.022611761,0.473351997,1289.152366,1076.92569,0.070754489,0.477344271,-0.079598481
110,1.05E-05,-1.437093682,0.606705847,3.655868408,0.013399424,0.374011779,799.6297224,1266.013374,0.125011507,0.380619834,0.139717342
111,1.30E-05,-1.94198837,0.557917004,0.603580916,0.020633578,0.481503113,961.4513639,1328.454795,0.101226103,0.577467744,0.240590113
112,1.95E-05,-1.167006817,0.488017139,2.275401831,0.022150919,0.434636718,1700.387343,1407.163811,0.09712775,0.704122775,0.12416103
113,1.87E-05,-1.824720097,0.587571179,3.250075518,0.027111309,0.133904626,1824.743002,1302.478273,0.115939034,0.233332058,0.21869028
114,2.01E-05,-0.413303169,0.650181866,0.185914059,0.023178608,0.311109254,802.8223299,1758.590256,0.145048225,0.750962842,0.030580839
115,2.80E-05,-0.70844709,0.327099351,1.477967497,0.028220191,0.140091871,1245.424449,1578.447792,0.080305987,0.120879377,-0.33053605
116,2.70E-05,-1.524663491,0.318595608,2.854233927,0.017944446,0.076283111,1664.917728,1870.546058,0.132048208,0.817947954,-0.789737329
117,1.53E-05,-1.432031948,0.364467987,3.659575409,0.024016606,0.154634905,1213.071974,1196.829767,0.120121232,0.464703896,0.125193157
118,2.79E-05,-1.802970259,0.51733003,2.228091347,0.01054968,0.385083224,1803.979876,751.6000709,0.063880875,0.377936145,-0.773291432
119,1.94E-05,-1.030161005,0.521882616,0.287264088,0.018573686,0.11720634,1753.583518,1587.716702,0.07214225,0.290935135,0.091767003
120,1.28E-05,-0.560740395,0.563614866,3.034518473,0.01134678,0.107039244,1292.853415,1969.599965,0.09924066,0.473974782,0.029793489
121,1.81E-05,-1.27412542,0.673743365,1.19949938,0.010695537,0.224848359,554.819503,1953.64091,0.134804497,0.380896354,0.169205554
122,2.37E-05,-1.701461967,0.316952363,1.082129095,0.012418007,0.248164341,1747.893406,1738.049646,0.140952999,0.456781463,-1.006430446
123,2.03E-05,-0.771352372,0.551238452,3.029297793,0.027720322,0.498733688,1388.372116,1685.618641,0.110816167,0.033022568,0.036556907
124,2.99E-05,-0.585755898,0.605265937,1.93389489,0.02507912,0.322075429,1974.656658,1490.543934,0.077963159,0.821144849,-0.071683068
125,1.27E-05,-1.290898734,0.617896844,0.939689297,0.015144698,0.138992328,1438.650121,635.6576222,0.105928828,0.026035207,0.151951125
126,2.73E-05,-1.398796221,0.673982053,1.691978206,0.010866494,0.011766621,1450.103895,1614.504764,0.071630326,0.706227157,-0.029652935
127,2.95E-05,-1.863741674,0.675285206,1.963799253,0.01074649,0.464179845,1789.861523,714.4336652,0.051582452,0.600062416,-0.643027483
128,1.87E-05,-1.178731281,0.647895824,2.66115053,0.017118491,0.225152844,1762.529181,1895.999895,0.090650719,0.809638233,0.169388636
129,1.47E-05,-0.276072119,0.553864198,1.520049956,0.015507475,0.389275831,1536.927863,507.0819545,0.115325265,0.263563392,0.026946738
130,2.78E-05,-1.305291516,0.479218624,1.81691581,0.029662597,0.044750178,1202.892967,782.3760881,0.138173242,0.736410107,-0.014629285
131,2.27E-05,-1.616220169,0.692275933,0.525181861,0.02553449,0.2227049,1180.240193,912.2267683,0.062579375,0.503986458,0.193700439
132,2.09E-05,-0.831892883,0.394667358,3.251480601,0.0143304,0.002923158,1375.796269,1691.250398,0.106009647,0.616504155,-0.175855896
133,1.72E-05,-1.126325967,0.540501577,3.631845404,0.023536738,0.374731819,762.849414,900.234207,0.058860302,0.171571758,0.131899271
134,1.16E-05,-0.939807499,0.631778022,0.527115911,0.010995921,0.241885016,685.5586534,1385.670405,0.08228999,0.88715197,0.033381046
135,2.90E-05,-0.902214184,0.449266601,2.370432233,0.026161236,0.411655276,789.131287,812.2048127,0.145170451,0.619369131,-0.116667568
136,2.92E-05,-1.623807851,0.420389458,3.762664634,0.011057975,0.046395278,657.0269802,1166.415972,0.100279722,0.448963026,-0.976983444
137,1.93E-05,-1.868986165,0.624953291,2.776169887,0.026874084,0.339246531,596.5395208,1909.5432,0.135813504,0.035554584,0.220552647
138,2.34E-05,-0.279404436,0.433968989,0.845738064,0.024119648,0.127338356,1982.632049,1257.76804,0.111388676,0.030306475,-0.147084449
139,1.08E-05,-0.986311027,0.548806462,1.552216292,0.027186664,0.485206281,1508.824157,802.1350718,0.076429259,0.058038089,0.013142739
140,2.52E-05,-1.523356616,0.489496804,3.752774968,0.015797204,0.479076633,1772.694476,1924.774056,0.104668394,0.207547585,-0.101006099
141,1.28E-05,-0.30437425,0.573243399,2.88009909,0.015016331,0.464002853,1296.817272,786.2506061,0.14712048,0.999917947,0.016974584
142,2.96E-05,-1.715925231,0.67577474,3.120609598,0.02896567,0.277954525,1208.939717,1811.853808,0.057215506,0.695911758,-0.013380926
143,2.26E-05,-1.765595753,0.319257558,3.879542583,0.017721512,0.117801707,590.9428186,605.7899452,0.110408511,0.555371431,-0.583116602
144,1.62E-05,-0.365943285,0.50147879,3.238527833,0.018953161,0.167638557,1256.845492,1612.699883,0.066474048,0.723804367,0.013529842
145,1.75E-05,-1.235418702,0.515666141,2.403876274,0.020604557,0.123580078,694.4438277,1001.65636,0.078892705,0.001884546,0.156509803
146,2.36E-05,-1.449959777,0.339047979,3.308793563,0.015446013,0.146935215,1219.568087,679.391782,0.147877446,0.544187458,-0.536002739
147,2.22E-05,-1.647800706,0.602609947,1.196643521,0.028889945,0.115869895,923.7438347,501.6120411,0.129007548,0.710840375,0.182005295
148,2.34E-05,-0.381437222,0.688850439,0.203147585,0.014219337,0.157455694,1715.843932,1030.411296,0.094385466,0.354642569,-0.035570578
149,1.38E-05,-1.470995668,0.657178759,1.529225452,0.011365075,0.420581289,796.6554683,598.3967193,0.092836849,0.938904111,0.192104301
150,1.80E-05,-0.273706367,0.351270707,2.934171848,0.021513149,0.430041892,1222.767579,1151.280759,0.136463952,0.833526428,-0.140496495
151,2.84E-05,-1.873815665,0.503206663,2.077240641,0.019515464,0.318806649,1331.204777,1957.62802,0.14882776,0.675749757,-0.475139654
152,2.88E-05,-0.908956652,0.419304319,2.133719439,0.022086991,0.408633319,1813.63214,1027.244262,0.123886406,0.817724897,-0.205722256
153,2.69E-05,-1.740464619,0.450775141,0.131086364,0.017066999,0.179119771,751.303693,1775.291566,0.098925508,0.29507344,-0.419650527
154,1.11E-05,-1.75716573,0.550591613,1.590092737,0.022117803,0.258181576,1345.383611,810.0293075,0.146493614,0.149901052,0.205592621
155,1.07E-05,-1.923420095,0.351624891,3.226622879,0.015523583,0.075563859,1434.680907,1153.316503,0.08811635,0.679154127,0.114713453
156,2.57E-05,-0.453842007,0.335270224,0.331700214,0.023239505,0.397046696,889.7765696,904.1150471,0.121689989,0.980489446,-0.349850894
157,2.10E-05,-1.345866091,0.362331882,2.921375597,0.015257303,0.184838241,1290.803945,1313.666978,0.0937898,0.951443609,-0.154566729
158,2.08E-05,-0.877708984,0.331450218,3.501102793,0.017163234,0.474954879,1694.329131,919.0884457,0.14574323,0.284255595,-0.251375033
159,2.94E-05,-1.468275546,0.452197079,2.045496607,0.0121792,0.349654878,757.2704448,1512.610975,0.087798643,0.439291338,-0.708210389
160,1.26E-05,-1.383321542,0.330318356,0.952456021,0.011017015,0.060417201,543.2745755,1416.250197,0.132370753,0.851939159,-0.043363769
161,1.61E-05,-1.115267222,0.385373942,0.753116052,0.01145972,0.096084321,1749.499908,1499.059423,0.089116687,0.716522835,-0.060049867
162,1.27E-05,-0.841421106,0.524371218,3.280431981,0.015497835,0.085970177,1981.432321,1917.68682,0.052999285,0.265571467,0.045544499
163,1.96E-05,-1.469625941,0.553125789,3.915406556,0.022421028,0.20557718,723.7928364,1116.142351,0.083326494,0.110406929,0.188621072
164,1.34E-05,-1.387974796,0.310312312,1.107471817,0.014395772,0.34419377,1953.766807,1627.693585,0.05317881,0.953917809,-0.039677766
165,2.12E-05,-0.360710433,0.418650012,1.501713982,0.026949697,0.26987429,1039.822677,1172.613257,0.098303588,0.207053625,-0.088743775
166,1.98E-05,-0.548088543,0.612075134,0.945658309,0.011461156,0.349757304,1313.566405,668.2304736,0.096087038,0.789129264,-0.017165765
167,2.84E-05,-0.469522352,0.419683193,0.507901659,0.027946073,0.198191978,749.8967071,1217.487898,0.134351878,0.370093843,-0.213599894
168,2.77E-05,-1.810583825,0.516246098,3.397080865,0.027243504,0.363102893,1513.703108,885.9902889,0.093160656,0.596554455,-0.149440435
169,2.39E-05,-0.585894954,0.477424505,3.398978604,0.024448244,0.371702338,1275.109495,1613.961847,0.052923228,0.230295222,-0.069044571
170,2.99E-05,-1.559314937,0.691160499,3.748475433,0.010656907,0.246858159,768.0649558,1057.858687,0.117819129,0.140162291,-0.264047568
171,2.19E-05,-1.638104747,0.31205365,3.918260593,0.013254838,0.180164528,1464.522999,1810.823389,0.084133001,0.105127503,-0.784532202
172,1.17E-05,-1.15042803,0.622934709,0.869604681,0.014670046,0.112457573,1154.211179,694.6384831,0.067570865,0.143152023,0.074077861
173,2.06E-05,-1.561929759,0.314149701,3.158778663,0.01794649,0.1123765,1893.748774,1676.987281,0.059239625,0.831948883,-0.405441123
174,1.45E-05,-1.908390934,0.568983139,2.618800934,0.02120014,0.276242477,1708.36746,761.2897814,0.12244863,0.896686596,0.23951661
175,1.41E-05,-0.391643728,0.552963399,2.681619457,0.016629816,0.333332407,1255.787436,1719.024602,0.099219069,0.722038019,0.034294157
176,2.41E-05,-1.715918215,0.421784613,1.987553175,0.010713917,0.184225246,1101.610592,1062.798868,0.063313287,0.906821514,-0.635526838
177,2.40E-05,-1.144334992,0.54273439,3.065461176,0.014978329,0.13072674,1966.577786,1990.022528,0.082748341,0.190742912,0.025824571
178,2.20E-05,-1.654389544,0.562989067,3.47693802,0.024822445,0.297111169,672.0581029,1669.559312,0.050033368,0.00671548,0.158789421
179,1.94E-05,-1.584979143,0.417671207,2.283749499,0.029252782,0.471869716,1665.038011,1117.252207,0.139381357,0.721421589,0.135599778
180,2.26E-05,-0.596676258,0.688246825,1.933480891,0.015324287,0.33251944,707.0461232,1484.681915,0.067023674,0.999663215,0.002221746
181,2.14E-05,-1.289636136,0.43655891,3.338804761,0.024809632,0.108887833,695.1126348,1867.436817,0.091800571,0.780225278,0.084062106
182,1.30E-05,-1.026921526,0.611476682,1.3275982,0.013612726,0.037535627,1407.040857,596.5533184,0.06720806,0.100939942,0.07578101
183,1.93E-05,-0.415693312,0.5546797,1.186737586,0.0211206,0.033980317,1804.578739,661.8398906,0.055819024,0.420085112,0.006377967
184,2.39E-05,-0.769331819,0.42402,3.052715495,0.016774824,0.414555926,958.5464211,1623.517058,0.133182317,0.237096246,-0.16963339
185,2.40E-05,-1.225822209,0.61917037,1.40471148,0.015909149,0.430333454,1823.291937,1350.692754,0.101994688,0.982898115,0.095841083
186,2.20E-05,-0.954670569,0.679560571,2.888718388,0.024359116,0.206708463,1875.421412,1716.328564,0.061909027,0.911139595,0.126439294
187,1.95E-05,-0.290267752,0.406629338,0.858295516,0.027609081,0.446506239,1825.560057,1047.92646,0.08979409,0.11343903,-0.059244717
188,1.61E-05,-0.616525507,0.400281618,3.195884654,0.015672172,0.341789894,1586.835383,936.828199,0.081378632,0.919457265,-0.047400051
189,2.20E-05,-1.315686622,0.365085979,2.714141812,0.014170199,0.021175368,1277.279249,1140.016044,0.121126873,0.690432771,-0.229058143
190,1.88E-05,-1.611805664,0.419431025,3.222997709,0.014120933,0.207293034,797.5279228,809.3937556,0.073125067,0.553463192,-0.038751967
191,2.45E-05,-1.418983412,0.439307454,2.312348653,0.028068314,0.482518774,1058.814052,572.0448162,0.068422023,0.291482766,0.027994121
192,1.10E-05,-0.604985424,0.314644217,1.792392545,0.022304789,0.214495335,913.4313788,1923.514819,0.092037174,0.62572683,-0.016351081
193,1.94E-05,-1.734785104,0.423032629,3.400486321,0.027077243,0.145033764,1095.841113,1782.296833,0.11190029,0.773880057,0.109204005
194,1.63E-05,-1.144832174,0.65477476,3.392275645,0.025884486,0.475622748,1836.295111,1490.567369,0.067054462,0.271026454,0.16164298
195,1.87E-05,-0.50763991,0.612257772,0.51041345,0.014643019,0.039582462,1746.172119,1527.154624,0.080208313,0.144892524,0.010709137
196,1.90E-05,-1.053744143,0.460498911,2.25648607,0.023414331,0.338534953,646.8965533,1059.051156,0.059460085,0.63719126,0.094901121
197,1.04E-05,-1.787797346,0.54398048,1.176149133,0.020729066,0.101549323,655.2331691,1336.79693,0.084644439,0.06898046,0.194678839
