delta,delta_conf,S1,S1_conf,names
"[0.05625997 0.06740817 0.06168637 0.05927783 0.05197636 0.0703363
 0.2401394  0.06461824 0.0574186  0.29326608 0.16052437]","[0.00305868 0.0022645  0.00429334 0.00276996 0.00454192 0.00590141
 0.00365537 0.00301082 0.00510712 0.00973949 0.00321551]","[0.00268522 0.00658942 0.0042154  0.00514836 0.0032335  0.04728377
 0.27036188 0.00940235 0.00547399 0.50282002 0.08295966]","[0.00181601 0.00168021 0.00173338 0.00256624 0.00152214 0.00621295
 0.01198555 0.0037172  0.00118187 0.01063203 0.00518677]","['w', 'n_imperv', 'n_perv', 's_imperv', 's_perv', 'k_sat', 'per_routed', 'cmelt', 'Tb', 'A1', 'B1']"
