delta,delta_conf,S1,S1_conf,names
"[0.06773896 0.07007353 0.05893347 0.05730982 0.05734238 0.06543603
 0.08436175 0.0680062  0.07669807 0.40518687 0.24208975]","[0.00316883 0.00270097 0.00416236 0.00431106 0.00444424 0.00388801
 0.00416962 0.00360212 0.00305631 0.0039629  0.00662934]","[0.00470259 0.00751576 0.00616449 0.00402356 0.00294764 0.02318208
 0.02616933 0.03137708 0.03386475 0.4962848  0.20596573]","[0.00233702 0.00324556 0.00181439 0.00243487 0.00224882 0.00691023
 0.00463456 0.00851661 0.0048083  0.01129322 0.01316082]","['w', 'n_imperv', 'n_perv', 's_imperv', 's_perv', 'k_sat', 'per_routed', 'cmelt', 'Tb', 'A1', 'B1']"
