delta,delta_conf,S1,S1_conf,names
"[0.05736575 0.06635166 0.06307495 0.05796312 0.0533919  0.06901239
 0.23998211 0.06602846 0.05775071 0.29226744 0.16140267]","[0.00339268 0.00593343 0.00502271 0.00420111 0.00459129 0.00411861
 0.00431459 0.00389724 0.00330644 0.00459582 0.00380193]","[0.00268866 0.00658528 0.00421264 0.00514446 0.00323595 0.04727282
 0.27036968 0.00940858 0.00546537 0.50281131 0.08297281]","[0.00282072 0.00236342 0.00255356 0.00242444 0.00226744 0.00620288
 0.01511845 0.00331857 0.00280859 0.01296774 0.00600357]","['w', 'n_imperv', 'n_perv', 's_imperv', 's_perv', 'k_sat', 'per_routed', 'cmelt', 'Tb', 'A1', 'B1']"
