delta,delta_conf,S1,S1_conf,names
"[0.06712829 0.06978966 0.05871244 0.05665606 0.05762624 0.0666546
 0.08306442 0.0686417  0.07800562 0.40508427 0.2422339 ]","[0.00379835 0.00493538 0.00444058 0.00274245 0.00295717 0.00396455
 0.00476017 0.00341292 0.00577233 0.00665284 0.00380831]","[0.00470259 0.00751576 0.00616449 0.00402356 0.00294764 0.02318208
 0.02616933 0.03137708 0.03386475 0.4962848  0.20596573]","[0.00219121 0.00277992 0.00159942 0.00216361 0.00228634 0.00400256
 0.00414874 0.00857183 0.00342608 0.0116942  0.01025471]","['w', 'n_imperv', 'n_perv', 's_imperv', 's_perv', 'k_sat', 'per_routed', 'cmelt', 'Tb', 'A1', 'B1']"
