S1,S1_conf,ST,ST_conf,S2,S2_conf
"[0.00471997 0.01993305 0.         0.00189467 0.00270128 0.05513601
 0.05582629 0.01072175 0.01317121 0.41768639 0.31254116]","[0.00607786 0.01351349 0.00559965 0.00257894 0.00307427 0.0422148
 0.0282737  0.02078474 0.01855289 0.05852525 0.06097251]","[0.00654014 0.02470798 0.00277508 0.00068543 0.00085705 0.05969124
 0.05903431 0.03856269 0.03854759 0.50659032 0.36294523]","[0.00083898 0.00260838 0.00142692 0.00016168 0.00058582 0.03280576
 0.01211647 0.01557452 0.01137943 0.07333202 0.04254513]","[[            nan -1.76397029e-03 -8.81425672e-04 -1.33595029e-03
  -1.10194827e-03 -3.51831889e-04 -3.48882590e-03 -1.07130755e-05
  -2.10788349e-04  5.05286035e-04  1.69870321e-04]
 [            nan             nan  3.22041481e-04  1.32817905e-04
   9.41950543e-04  5.60969129e-04  2.68335042e-03  2.55135087e-04
  -1.11487695e-03  3.52018434e-03  8.89474107e-04]
 [            nan             nan             nan  1.49118223e-03
   1.43688437e-03  5.69698863e-03  2.85425646e-03  1.24052111e-03
   1.59105839e-03  4.13733399e-04  1.03831704e-03]
 [            nan             nan             nan             nan
  -2.38899098e-03 -2.33745225e-03 -2.22811421e-03 -2.28909467e-03
  -2.26172169e-03 -3.73180113e-03 -2.66430523e-03]
 [            nan             nan             nan             nan
              nan -2.41006354e-03 -3.13622813e-03 -3.07566903e-03
  -3.24576699e-03 -3.02254204e-03 -3.29943121e-03]
 [            nan             nan             nan             nan
              nan             nan -2.64559148e-04  2.72379236e-04
  -1.17850518e-04 -9.79283735e-03 -5.22904720e-03]
 [            nan             nan             nan             nan
              nan             nan             nan -1.27812020e-02
  -1.50267147e-02 -5.82975729e-03 -1.00453940e-02]
 [            nan             nan             nan             nan
              nan             nan             nan             nan
   3.53888204e-02  2.20633714e-02 -4.68757600e-03]
 [            nan             nan             nan             nan
              nan             nan             nan             nan
              nan  1.31871903e-02 -1.09842270e-02]
 [            nan             nan             nan             nan
              nan             nan             nan             nan
              nan             nan  8.68135249e-02]
 [            nan             nan             nan             nan
              nan             nan             nan             nan
              nan             nan             nan]]","[[       nan 0.00873258 0.00840842 0.00838148 0.00840405 0.00973206
  0.0081261  0.00824319 0.00857262 0.0099242  0.0103053 ]
 [       nan        nan 0.01765719 0.01767205 0.01776783 0.01732424
  0.017627   0.01760844 0.01735425 0.02046878 0.02339286]
 [       nan        nan        nan 0.00619178 0.00618312 0.01181407
  0.00606342 0.00626221 0.00613178 0.00663339 0.00632107]
 [       nan        nan        nan        nan 0.00361221 0.00345493
  0.00382688 0.0036038  0.00358197 0.00408428 0.00379191]
 [       nan        nan        nan        nan        nan 0.00380392
  0.00327902 0.00329728 0.00321051 0.00405862 0.00347446]
 [       nan        nan        nan        nan        nan        nan
  0.04621217 0.04544184 0.04539946 0.04971807 0.04494503]
 [       nan        nan        nan        nan        nan        nan
         nan 0.04087363 0.04128559 0.04753236 0.04876638]
 [       nan        nan        nan        nan        nan        nan
         nan        nan 0.03954675 0.02921187 0.02983404]
 [       nan        nan        nan        nan        nan        nan
         nan        nan        nan 0.02683302 0.02751369]
 [       nan        nan        nan        nan        nan        nan
         nan        nan        nan        nan 0.08871873]
 [       nan        nan        nan        nan        nan        nan
         nan        nan        nan        nan        nan]]"
