delta,delta_conf,S1,S1_conf,names
"[0.07482228 0.08896424 0.05918732 0.05621625 0.05675505 0.06666839
 0.09727367 0.06053419 0.07127285 0.35967112 0.25675954]","[0.00233873 0.0028662  0.00328527 0.00468232 0.0032383  0.00392406
 0.00699075 0.00257166 0.00557405 0.00459954 0.00441576]","[0.00799519 0.02402908 0.00454117 0.00360399 0.0026694  0.02851055
 0.05026832 0.01524009 0.01995698 0.42230867 0.30108712]","[0.00232803 0.00399006 0.00190453 0.00150996 0.0010201  0.00601347
 0.00673978 0.00465021 0.00387643 0.0061451  0.01102039]","['w', 'n_imperv', 'n_perv', 's_imperv', 's_perv', 'k_sat', 'per_routed', 'cmelt', 'Tb', 'A1', 'B1']"
