delta,delta_conf,S1,S1_conf,names
"[0.06679862 0.06901889 0.05833751 0.05658883 0.05602023 0.06418892
 0.08267514 0.06961395 0.07721589 0.40568582 0.24253557]","[0.00350874 0.00531152 0.00371847 0.00466006 0.00480032 0.00395816
 0.00600145 0.00388655 0.00386098 0.00505337 0.00250218]","[0.00448766 0.00744492 0.00613477 0.00404076 0.00300521 0.02220477
 0.0256604  0.03506967 0.03449023 0.50387261 0.19554678]","[0.00238298 0.00267024 0.00211724 0.00204431 0.00121544 0.00388214
 0.00406383 0.00464824 0.00451835 0.00890438 0.0145182 ]","['w', 'n_imperv', 'n_perv', 's_imperv', 's_perv', 'k_sat', 'per_routed', 'cmelt', 'Tb', 'A1', 'B1']"
