0,1,2,3,4,5,6,7,8,9
3.51e-06,-1.4968738190000002,0.065237792,0.000237392,0.027231631,0.400129347,58.14379017,241.9999134,0.182540035,0.6725476859999999
3.72e-06,-0.351525948,0.065468132,0.000254715,0.019844445,0.101011437,169.847545,309.04164910000003,0.23649173399999998,4.037123195
2.66e-06,-1.683962097,0.045772522,0.0008264969999999999,0.003257436,0.17189997,98.31462096,160.5804417,0.36628070700000004,3.327735029
3.59e-06,-1.253393524,0.111050976,0.0008910999999999999,0.022377382,0.139678726,71.54595364,510.618706,0.22496442100000003,2.563272221
3.35e-06,-0.6460420570000001,0.037823657000000004,0.000415971,0.011325673,0.194847464,53.17215801,544.3676873,0.380416405,2.724664092
2.68e-06,-0.811082663,0.032598563,0.000496978,0.003419948,0.362130579,151.5278937,111.1639146,0.48689104899999996,1.146883457
2.72e-06,-1.303631467,0.043733053,0.000525461,0.013169641999999999,0.150734005,192.64789409999997,458.3248748,0.175626371,2.956972581
3.59e-06,-0.9701452890000001,0.163396696,0.00078465,0.006980566999999999,0.375725233,117.7219848,521.9134868,0.103111661,1.528811385
3.8e-06,-1.3964149,0.14287767199999998,0.000470847,0.006008871999999999,0.48341832700000004,74.21599102,272.9924132,0.112666959,2.40914653
3.36e-06,-0.746585115,0.061851817,0.000702496,0.022947005,0.206468099,123.37020530000001,204.02623269999998,0.430590463,1.0823504240000001
2.01e-06,-1.239249759,0.020989857,0.000567627,0.005297962,0.270493,141.7149622,505.20801009999997,0.282203523,2.380201761
3.29e-06,-0.516513614,0.049662227,0.000687565,0.025638682000000003,0.195189468,150.4113821,142.86874630000003,0.320867099,4.524743491000001
3.75e-06,-1.1170068359999998,0.10337481800000001,0.000166921,0.023580852000000003,0.336057836,138.2399911,134.45942050000002,0.48839696200000005,2.366337159
3.57e-06,-1.2453278559999998,0.14228528599999998,0.000506418,0.020279922,0.23434248300000002,170.4981075,312.42732639999997,0.20332293,4.474852329
3.9e-06,-1.220389639,0.185846328,0.000562447,0.006637949000000001,0.481074186,136.9084757,421.9860652,0.33785206,2.8534514439999996
2.87e-06,-0.666875586,0.035442233999999996,0.000157543,0.027508927000000002,0.17072047,88.71809763,309.91582819999996,0.40912387200000006,0.628690591
2.23e-06,-0.8500987320000001,0.036836994,0.00034583300000000003,0.008053652,0.28857298600000003,74.20047353,310.6913301,0.244479969,1.003776052
2.88e-06,-0.501538191,0.042633261,0.0005713669999999999,0.022245183999999998,0.27436192,140.7416046,269.44946200000004,0.16661857900000002,2.53034307
3.75e-06,-1.048160647,0.091339517,0.0005869180000000001,0.018298148,0.368060725,128.6946475,234.56510440000002,0.273520681,2.733517532
3.64e-06,-1.252964097,0.059233329,0.000759963,0.027813177,0.271544817,193.72653689999999,351.3730925,0.104014465,1.191066828
3.04e-06,-0.69681045,0.031551591000000004,0.000203127,0.019993521,0.129058526,86.61385273,591.8473807999999,0.146540268,4.14180755
