delta,delta_conf,S1,S1_conf,names
"[0.39322455 0.0443459  0.18434768 0.03101746 0.08265019 0.03399971
 0.03383618 0.03502721 0.03142248 0.0368372 ]","[0.00742038 0.00735052 0.01097713 0.00803987 0.00504519 0.0038284
 0.00549526 0.00638027 0.00387935 0.0062706 ]","[0.50243577 0.00519894 0.25596175 0.00459097 0.05272549 0.0038171
 0.00259149 0.00228964 0.00260311 0.00535916]","[0.03528849 0.00497796 0.01386647 0.00360302 0.01370466 0.002375
 0.00534725 0.0037011  0.00534628 0.00395082]","['qs0', 'lnTe', 'm', 'Sr0', 'Srmax', 'td', 'vch', 'vr', 'k0', 'CD']"
