<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:1a44ca3d3a766c2fbfca465155e3e8e7475e51060f9a6e2dfeed8fb2f91e5c77
size 79259
=======
"me.S1","mae.S1","mse.S1","rmse.S1","pbias.S1","nse.S1","me.S1_conf","mae.S1_conf","mse.S1_conf","rmse.S1_conf","pbias.S1_conf","nse.S1_conf"
"LP_1",1.00533041,0.96281891,1.01829142,0.9453352,0.09475346,0.14918024,0.11701904,0.07080441
"BETA_1",0.98977812,0.98944902,0.99480387,1.04475291,0.0939421,0.16266782,0.09355749,0.07183175
"Reff.S1","MeanDiff.S1","FlowWeightedReff.S1","VolumeError.S1","Reff.S1_conf","MeanDiff.S1_conf","FlowWeightedReff.S1_conf","VolumeError.S1_conf"
"PERC",0,0,0,0.01965741,0.09933236,0.1096719,0.07578579,0.08806216
"Alpha",0.02296816,0.07240818,0.06060646,0.04266967,0.0940948,0.09211952,0.08049603,0.09221873
"K1",0,0,0,0.02068722,0.09497241,0.06739034,0.09030146,0.10042487
"K2",0,0.0006208,0,0.00261126,0.09144451,0.08472432,0.08007928,0.08335681
"MAXBAS",0.02753793,0.00456128,0.02305307,0.02389054,0.08874498,0.09433308,0.08652958,0.0841645
"Cet",0,0,0,0.06790873,0.08568345,0.07912564,0.07844346,0.08599792
"TT_1",0,0.06459645,0,0.0130252,0.09138426,0.11933298,0.08303901,0.09098204
"CFMAX_1",0,0,0.02713917,0.01867268,0.09560744,0.09917835,0.09283754,0.0829146
"SFCF_1",0,0.01613278,0,0.03027012,0.10330148,0.0940702,0.08744068,0.07657064
"CFR_1",0,0.00982715,0.0145675,0.02663343,0.08139203,0.09790172,0.10390922,0.077797
"CWH_1",0,0.01497867,0,0.0105663,0.07659152,0.07760403,0.07911865,0.09470354
"FC_1",0.00637656,0,0.03261634,0.03326619,0.08567669,0.07250131,0.08332263,0.08754752
"LP_1",0.02511313,0.02511863,0.01329031,0.01239225,0.08342261,0.08254062,0.08138489,0.08387612
"BETA_1",0,0,0.00277199,0,0.0848175,0.07165489,0.08337864,0.08635907
"Reff.ST","MeanDiff.ST","FlowWeightedReff.ST","VolumeError.ST","Reff.ST_conf","MeanDiff.ST_conf","FlowWeightedReff.ST_conf","VolumeError.ST_conf"
"PERC",0.93494413,1.03988892,0.97414346,1.02522364,0.09002073,0.16344914,0.11141228,0.08162565
"Alpha",0.97838242,0.96754023,0.98392304,0.98383536,0.08403038,0.1636341,0.09307798,0.0668234
"K1",0.99222145,1.05197474,1.01087905,1.05653285,0.07984086,0.16925042,0.0947372,0.07684168
"K2",0.94577603,0.99706921,1.01872417,1.02338295,0.0825678,0.19085209,0.1175663,0.08213841
"MAXBAS",1.04988025,1.03578955,1.01558237,1.03711342,0.09110871,0.17457177,0.10176198,0.08079993
"Cet",0.9642909,1.03408551,0.97999324,0.94538387,0.07761834,0.1554696,0.10005598,0.07216626
"TT_1",1.01251328,1.08973062,1.07497091,0.98980096,0.08705464,0.22346715,0.11854391,0.08290216
"CFMAX_1",1.0372214,1.07454856,1.01820396,1.01900738,0.09293227,0.1881612,0.09052043,0.08160691
"SFCF_1",1.01647719,1.05075935,0.947154,0.91076487,0.08922626,0.19189064,0.09864903,0.06907881
"CFR_1",0.95978629,1.00087325,1.037163,0.93811257,0.0811959,0.19035916,0.10304814,0.07495091
"CWH_1",0.97407235,0.99845813,1.02021591,1.01266788,0.08962835,0.16444695,0.09972392,0.07382423
"FC_1",0.98854921,0.96205782,1.02489835,1.04102303,0.0982604,0.14984745,0.11375728,0.08813407
"LP_1",1.00533041,0.96281891,1.01829142,0.9453352,0.09475346,0.14918024,0.11701904,0.07080441
"BETA_1",0.98977812,0.98944902,0.99480387,1.04475291,0.0939421,0.16266782,0.09355749,0.07183175
"Reff.S1","MeanDiff.S1","FlowWeightedReff.S1","VolumeError.S1","Reff.S1_conf","MeanDiff.S1_conf","FlowWeightedReff.S1_conf","VolumeError.S1_conf"
"PERC",0,0,0,0.01965741,0.08450747,0.11110967,0.07000967,0.07899722
"Alpha",0.02296816,0.07240818,0.06060646,0.04266967,0.08008257,0.09001677,0.08165767,0.07690754
"K1",0,0,0,0.02068722,0.07777849,0.09377967,0.09776128,0.07971803
"K2",0,0.0006208,0,0.00261126,0.07466785,0.0872569,0.08491501,0.0859916
"MAXBAS",0.02753793,0.00456128,0.02305307,0.02389054,0.09058948,0.11223166,0.09016702,0.09482439
"Cet",0,0,0,0.06790873,0.0844346,0.07983735,0.07984433,0.08520309
"TT_1",0,0.06459645,0,0.0130252,0.09646258,0.10964791,0.08394229,0.08857629
"CFMAX_1",0,0,0.02713917,0.01867268,0.0852458,0.10130206,0.09368434,0.08340735
"SFCF_1",0,0.01613278,0,0.03027012,0.09569426,0.0887706,0.08814549,0.07581131
"CFR_1",0,0.00982715,0.0145675,0.02663343,0.09163862,0.10350818,0.08795902,0.07397508
"CWH_1",0,0.01497867,0,0.0105663,0.09392185,0.07951289,0.08171449,0.07789516
"FC_1",0.00637656,0,0.03261634,0.03326619,0.07756306,0.0664759,0.08362106,0.08231173
"LP_1",0.02511313,0.02511863,0.01329031,0.01239225,0.08783191,0.08506194,0.08095762,0.07725972
"BETA_1",0,0,0.00277199,0,0.07724719,0.07044786,0.08609965,0.09258038
"Reff.ST","MeanDiff.ST","FlowWeightedReff.ST","VolumeError.ST","Reff.ST_conf","MeanDiff.ST_conf","FlowWeightedReff.ST_conf","VolumeError.ST_conf"
"PERC",0.93494413,1.03988892,0.97414346,1.02522364,0.07293312,0.13348409,0.10127934,0.0748489
"Alpha",0.97838242,0.96754023,0.98392304,0.98383536,0.06645105,0.12531279,0.08259837,0.0805385
"K1",0.99222145,1.05197474,1.01087905,1.05653285,0.08234521,0.1517144,0.0916625,0.08079467
"K2",0.94577603,0.99706921,1.01872417,1.02338295,0.08870505,0.17590177,0.10212818,0.07622085
"MAXBAS",1.04988025,1.03578955,1.01558237,1.03711342,0.09812485,0.15281263,0.0870025,0.0757383
"Cet",0.9642909,1.03408551,0.97999324,0.94538387,0.09961037,0.1792426,0.09764565,0.08407217
"TT_1",1.01251328,1.08973062,1.07497091,0.98980096,0.08447604,0.17544976,0.1057465,0.08587155
"CFMAX_1",1.0372214,1.07454856,1.01820396,1.01900738,0.09071261,0.18145812,0.100986,0.07179268
"SFCF_1",1.01647719,1.05075935,0.947154,0.91076487,0.08203006,0.17528096,0.08922001,0.07639203
"CFR_1",0.95978629,1.00087325,1.037163,0.93811257,0.08558583,0.15442038,0.09265635,0.07613946
"CWH_1",0.97407235,0.99845813,1.02021591,1.01266788,0.07941357,0.16378479,0.09301699,0.07757996
"FC_1",0.98854921,0.96205782,1.02489835,1.04102303,0.09128603,0.13942079,0.11778847,0.09454866
"LP_1",1.00533041,0.96281891,1.01829142,0.9453352,0.09126141,0.15368888,0.0990968,0.07047953
"BETA_1",0.98977812,0.98944902,0.99480387,1.04475291,0.08800588,0.15177423,0.09732672,0.08166525
>>>>>>> d1096c811839f82216e1dba321de5b330ae5a470
