PERC,Alpha,K1,K2,MAXBAS,Cet,TT_1,CFMAX_1,SFCF_1,CFR_1,CWH_1,FC_1,LP_1,BETA_1
0.783348574202204,0.0869563944111375,0.05048154315468,0.0432390325880791,3.7475452920177696,0.0280419458300071,-0.6181639223909771,6.791480085249749,0.8335384656831341,0.0383241657811795,0.0241200782470964,325.609939440903,0.873775583167456,3.18339047263534
1.24768175568789,0.21295612408451606,0.0880136908022751,0.140043383806033,3.29162582303007,0.047103692007765,-1.00075064390001,2.7300573246227797,0.7087550519540698,0.014029275259948,0.0037862237560498603,340.854183021399,0.9722913514693692,5.20045577650911
1.33443555996494,0.0115471021326012,0.0173897648311172,0.08415111269250099,4.3789713472961305,0.123664737550386,-1.45557157134431,4.38781325769975,0.902695653076608,0.0629797308067697,0.0301730206376747,413.559999299962,0.5195380916909961,5.71229325268059
0.94003200015986,0.335076335042285,0.0100189585937275,0.0207261636316432,4.83294769555002,0.0642367774919778,-1.09937971997977,5.9319543875437,0.6849491217569209,0.013034332503114998,0.18908357452092894,350.042280065847,0.4181145351464461,5.0926408600493485
1.96172395858994,0.10087187779176597,0.127170000959733,0.00805539765164973,6.099486834881589,0.0301512056636397,1.0272486147131998,8.614180666214871,0.550845792494177,0.0814780933230548,0.00207653185449379,199.87211010878502,0.7250754642882741,3.7083332453427498
0.0695345267045938,0.036667349765388005,0.362428929783604,0.112899230499239,4.153269038141359,0.0170867666681701,-0.43478256973195,2.36606697662085,0.4480107400789911,0.0642233582046923,0.0742729472342287,488.76819798665497,0.504275047361979,4.56334604954503
1.58673171027877,0.0043248985914163705,0.0460682061668803,0.14084850552205402,3.2687387123092697,0.0518231780509572,-0.228838726286236,7.8132777897702885,0.7833974554126141,0.056470259072478,0.0403792896496036,144.843466321399,0.945390774749867,4.15433003155251
2.5587051234015803,0.0028431708937711893,0.3578187102162371,0.0549019001498362,1.4887936760153602,0.0297445981436151,0.0588874358492379,8.28303190566741,0.464576493792504,0.00171793415291139,0.0747296792803005,439.643707913181,0.376152350369912,2.4897125570521297
2.0848572985664298,0.8916393629701992,0.0509992335508574,0.0420176887782373,3.68927269181668,0.0102985605645452,-0.263724281808233,9.97588251949096,0.7139608782315451,0.0884814378751821,0.0346347655330947,454.40375157837013,0.458717701378613,2.33021824822306
2.84164984516876,0.197588145359228,0.0541505251052559,0.0229180341548836,3.81424817573943,0.0135438288159407,0.218557582105769,4.67616398710579,0.695105278815658,0.0565367494041737,0.0873566507768615,282.362128250469,0.364097620669798,2.03334345437276
1.9598347991517904,0.0642845626288487,0.160174003099172,0.140012495645328,6.88708577579217,0.0209044466823826,-0.49060620879317,4.615956244345732,0.63070394863873,0.0883039429729357,0.17494675767372694,110.79886747095699,0.337453019031069,3.2437195141072
1.73123509657161,0.446519360619839,0.0835169981482984,0.0898715621022841,4.94866937117123,0.00128824962363031,-1.2012576533953,8.60237335162348,0.427586820361943,0.06427128103760599,0.161859328095736,217.334104896213,0.5395786155199529,5.95435309128573
0.654673228810855,0.00520326430220309,0.019865540186812,0.00436680792102907,5.22503713063199,0.0336607725050583,-0.65873347369895,9.491206243862962,0.4466434572109221,0.0547549894334539,0.15310326710022198,308.504143896747,0.9195899290589572,3.65781870701249
1.45985704774962,0.133162916699966,0.172325613206404,0.11189810273419,2.5909221338065898,0.010524621610774,-0.24418152437740095,6.0001162840054,0.681308507212116,0.0368190305944621,0.0417537487306417,236.01801897679402,0.339212509402639,2.5779885051669504
2.66988544057584,0.106488762938645,0.290948503171535,0.0586288380891219,4.31502206125996,0.018032723813333,0.0505500890084309,7.82316746740749,0.522843450737579,0.00617437926408573,0.0242309161574724,481.640557354149,0.4026846496400821,1.39776187408611
2.4979610883155696,0.0665985043470741,0.213758433625921,0.121323921310401,4.20696703587052,0.0143390660706624,-1.36078504093959,1.43729813370728,0.458325671618025,0.02997496311086,0.14781051862417302,322.478780184164,0.42899757718155,1.25054355629279
2.0280223707799,0.215139730467992,0.105961756960471,0.0529763540117891,2.0431667450085103,0.0157363582475746,-0.0331324369335233,9.70167380417775,0.636124874947651,0.0679811531063081,0.108915395433509,195.396384408416,0.575606195850114,1.12460100237494
2.22388711768384,0.453942545901026,0.146537189766083,0.050130015761652005,2.66427152308834,0.0155200569497049,-0.597318900328744,4.26139277557907,0.4022893036726351,0.0622089174865787,0.17218410594956196,445.35910472989013,0.611603767057696,5.13724691566883
2.96010378373792,0.0135605223540033,0.0830678643719609,0.0398712532976043,4.5922680709475,0.0160541717969133,-0.67981925941064,5.29999899133109,0.617522782561147,0.0541072638026007,0.069197660996205,170.76241374982598,0.884746055949827,5.54734557287178
1.77104153007783,0.276651811449161,0.294660675295005,0.0217530273444732,6.93983224031508,0.00710340184490355,-0.381728276089639,2.3961117786337205,0.4307521013686211,0.0707883329926004,0.128839226220194,494.469018254648,0.9944201393492608,3.52359675593842
0.320938578490605,0.193261722192756,0.077172419483388,0.145302441957082,2.63434182556083,0.00883219591753194,0.331276285383513,7.12218035111305,0.659725189516193,0.0331390078333854,0.0971346302410283,232.853348661611,0.467268734410065,2.24733871372758
1.36125787504076,0.652399096941761,0.0799567704554446,0.0126310668688412,6.35897091839415,0.011983914026983,-0.7500563297653831,5.96843643252199,0.451844202937486,0.0817688607525867,0.0400164490751999,370.066751525768,0.987798291020001,2.5013203427667405
2.96650195027073,0.343620120707722,0.0469764603380936,0.0336087971523445,6.81053181170045,0.0457788935144334,0.724679633148331,6.63480995997545,0.4214852371353121,0.0918612182102451,0.0181203975426594,127.05228024956399,0.350101814814891,2.2768605031431
2.70364375957458,0.0485081887098533,0.166957661182134,0.0103494160675208,1.33728694000155,0.0775279409613125,-1.30310952840518,9.962187830806801,0.401837041043601,0.0623856420919232,0.148338551515871,408.36845529655403,0.4118999673574699,1.73108577902014
1.95697450123586,0.0146236587383895,0.14005113400521302,0.0704415968374543,5.0563702220359685,0.0447412456128473,-1.3374126496899,2.86955099826192,0.912222142290427,0.0609121045381353,0.15219882668564,464.291222889112,0.320640172679275,3.54424106448155
2.53324946925661,0.0534316916267535,0.0707120586981587,0.0546814795623913,6.48544820187867,0.0032586333357070697,0.0630091361529237,4.08987735262601,0.7143316693205071,0.0164282442147044,0.118458564355252,170.829161149836,0.97465578172107,2.71361036212817
1.9826492415660304,0.3579122165022009,0.0969326575505234,0.0538403773507291,6.566833589955619,0.0034345451758404,0.173929949139212,8.23319424094315,0.690354103171432,0.0345230299208886,0.0320910381302661,284.656027790464,0.6173579630988449,1.81764020296635
1.90761615285073,0.682181697656485,0.20555653714368,0.0530552398264665,4.83424847751588,0.0168787436172733,-0.0379844319717886,7.06347721445536,0.414065534814291,0.0454927186227835,0.064369905676865,325.044440093937,0.6039848500415611,2.56803332109378
1.35132929978488,0.0942012849702506,0.192376460601751,0.123827031856322,6.3670323702353215,0.0153552354850598,-0.683589569844114,7.19980475828042,0.61840478760116,0.0787772860744862,0.0762056239304159,491.857443955661,0.742945755479366,5.413832090522081
0.17699380832584302,0.0557768587282751,0.0927304384776999,0.114716791646889,6.52379058931199,0.0612005061289298,-1.28922186968346,9.02111219569161,0.6168586276550121,0.0111839872371331,0.19989841282363,159.03516100209,0.332361148312856,1.75960018707421
0.47281468122863,0.232859746661438,0.0267533140800676,0.102663054248161,4.90552409175109,0.102065484459542,-0.7647253997925321,4.36443732835559,0.668179897623221,0.0547405264129585,0.16250262715039002,286.14694289218,0.6706346611355589,4.70640677572526
1.64709328331384,0.0436915932426656,0.0605287023217085,0.135615910527583,1.06139049775032,0.0513601524994523,-0.60335725876659,8.634989943651009,0.457839710385464,0.0637046436610188,0.0100497080991276,379.40447811475195,0.4733765196862521,3.15314725979844
0.883924294674734,0.6336978476651469,0.0842077919301613,0.146358585242815,5.13432024239298,0.00875972430629643,-0.259258523005647,7.81132667549482,0.527904868558005,0.0303185327119746,0.0879069743156,380.027557783773,0.7015463039286179,2.85590058185901
